"ID","Marker","BioSample.Accession","Mitogenome.accession","Mitochondrial.clade","Sex.qPCR","Age","Region","Location","Lat","Lon","Year","Month","Day","Membership.rad","Membership.wgs","Q1.rad","Q2.rad","Q3.rad","Q4.rad","Q5.rad","Q1.wgs","Q2.wgs","Q3.wgs","Q4.wgs","Q5.wgs","Q6.wgs","O.Hom.rad","E.Hom.rad","F.rad","O.Hom.wgs","E.Hom.wgs","F.wgs"
"S_20_04007","lcWGS","SAMN36656997","OQ554299","Clade A","M",32,"BEL","Sanikiluaq",56.37045,-79.45097,2016,6,28,NA,"LGR",NA,NA,NA,NA,NA,0.00001,0.00001,0.00001,0.00001,0.99995,0.00001,NA,NA,NA,639400,642732.4,-0.01756
"S_20_04017","lcWGS","SAMN36656998","OQ554300","Clade A","M",14,"BEL","Sanikiluaq",56.37128,-79.45097,2016,6,28,NA,"LGR",NA,NA,NA,NA,NA,0.00001,0.00001,0.00001,0.00001,0.99995,0.00001,NA,NA,NA,634894,633763.7,0.00603
"S_20_04019","lcWGS","SAMN36656999","OQ554301","Clade A","M",39,"BEL","Sanikiluaq",55.73578,-79.32612,2016,6,23,NA,"LGR",NA,NA,NA,NA,NA,0.00001,0.00001,0.00001,0.00001,0.99995,0.00001,NA,NA,NA,636661,629817.9,0.03676
"S_20_04021","lcWGS","SAMN36657000","OQ554302","Clade A","M",NA,"BEL","Sanikiluaq",56.31667,-79.46667,2016,6,28,NA,"LGR",NA,NA,NA,NA,NA,0.00001,0.00001,0.00001,0.00001,0.99995,0.00001,NA,NA,NA,635553,643377.9,-0.04121
"S_20_04029","lcWGS","SAMN36657001","OQ554303","Clade D","M",15,"BEL","Sanikiluaq",56.558,-79.45475,2016,7,1,NA,"HBSC",NA,NA,NA,NA,NA,0.632106,0.005389,0.048702,0.026837,0.219609,0.067357,NA,NA,NA,633849,639436.9,-0.0296
"S_20_04031","lcWGS","SAMN36657002","OQ554304","Clade D","M",41,"BEL","Renouf_island",56.55162,-79.12278,2017,5,31,NA,"HBSC",NA,NA,NA,NA,NA,0.653889,0.013463,0.037634,0.039448,0.218928,0.036637,NA,NA,NA,634338,633291.5,0.00559
"S_20_04033","lcWGS","SAMN36657003","OQ554305","Clade C","M",53,"BEL","Renouf_island",56.55162,-79.12278,2017,5,26,NA,"JAM",NA,NA,NA,NA,NA,0.00001,0.00001,0.99995,0.00001,0.00001,0.00001,NA,NA,NA,638338,634901,0.01833
"S_20_04034","lcWGS","SAMN36657004","OQ554306","Clade C","M",25,"BEL","Sanikiluaq",NA,NA,2017,5,23,NA,"JAM",NA,NA,NA,NA,NA,0.00001,0.00001,0.99995,0.00001,0.00001,0.00001,NA,NA,NA,638880,642771.5,-0.02051
"S_20_04048","lcWGS","SAMN36657005","OQ554307","Clade D","M",63,"BEL","Wiegand_Island",56.64667,-79.23889,2017,10,11,NA,"HBSC",NA,NA,NA,NA,NA,0.643164,0.006295,0.038211,0.082745,0.186608,0.042977,NA,NA,NA,637503,642691.4,-0.02734
"S_20_04056","lcWGS","SAMN36657006","OQ554308","Clade D","M",NA,"BEL","Claw_Point_Kataluuk",56.6047093,-79.1476503,2019,6,12,NA,"HBSC",NA,NA,NA,NA,NA,0.679811,0.023405,0.042057,0.034849,0.208487,0.011392,NA,NA,NA,635468,629832.4,0.03028
"S_20_04063","lcWGS","SAMN36657007","OQ554309","Clade D","M",NA,"BEL","Renouf_island",56.6,-79.15,2019,10,29,NA,"HBSC",NA,NA,NA,NA,NA,0.62968,0.00001,0.079357,0.017023,0.220371,0.053559,NA,NA,NA,619691,642287.3,-0.11918
"S_20_04076","lcWGS","SAMN36657008","OQ554310","Clade D","F",NA,"BEL","Belcher Island",56.62058,-79.3707,2020,5,25,NA,"HBSC",NA,NA,NA,NA,NA,0.64326,0.010213,0.051965,0.061869,0.209727,0.022966,NA,NA,NA,632927,631480.7,0.00774
"S_20_04087","lcWGS","SAMN36657009","OQ554311","Clade D","F",NA,"BEL","Sanikiluaq",56.36579,-79.08809,2020,6,3,NA,"HBSC",NA,NA,NA,NA,NA,0.657112,0.013274,0.046149,0.039246,0.207989,0.036231,NA,NA,NA,639542,631286.2,0.04419
"S_20_04088","lcWGS","SAMN36657010","OQ554312","Clade D","F",NA,"BEL","Sanikiluaq",NA,NA,2020,6,3,NA,"HBSC",NA,NA,NA,NA,NA,0.677659,0.024775,0.049282,0.017691,0.201088,0.029505,NA,NA,NA,632275,627124.2,0.02777
"S_20_04091","lcWGS","SAMN36657011","OQ554313","Clade D","F",NA,"BEL","Sanikiluaq",55.98817288,-79.25579291,2020,1,21,NA,"HBSC",NA,NA,NA,NA,NA,0.706274,0.006824,0.033216,0.040912,0.169425,0.04335,NA,NA,NA,626458,626635.2,-0.00095
"S_20_00622","Both","SAMN36656139","OQ553963","Clade C","F",NA,"JAM","Pointe_de_Repentigny",52.64,-78.856,2007,8,9,"JAM","JAM",0.00001,0.00001,0.00001,0.99996,0.00001,0.00001,0.00001,0.99995,0.00001,0.00001,0.00001,19621,19521,0.01551,642163,638167.8,0.02119
"S_20_00699","Both","SAMN36656192","MW316150    ",NA,"M",NA,"JAM","Pointe_de_Repentigny",52.64,-78.856,2007,8,25,"JAM","JAM",0.00001,0.00001,0.00001,0.99996,0.00001,0.00001,0.00001,0.99995,0.00001,0.00001,0.00001,19768,19492.9,0.04272,640431,635121.4,0.02829
"S_20_00710","Both","SAMN36656195","MW316145    ",NA,"F",NA,"JAM","Pointe_de_Repentigny_James_Bay",52.64,-78.856,2008,8,10,"JAM","JAM",0.00001,0.00001,0.00001,0.99996,0.00001,0.00001,0.00001,0.99995,0.00001,0.00001,0.00001,19546,19487.6,0.00906,640810,639196.8,0.00855
"S_20_00711","Both","SAMN36656196","MW316148    ",NA,"M",NA,"JAM","Pointe_de_Repentigny",52.64,-78.856,2007,8,9,"JAM","JAM",0.00001,0.00001,0.00001,0.99996,0.00001,0.00001,0.00001,0.99995,0.00001,0.00001,0.00001,19806,19195.9,0.09591,624840,608564.2,0.09038
"S_20_00712","ddRADseq","SAMN36656197",NA,NA,"F",NA,"JAM","Pointe_de_Repentigny",52.64,-78.856,2007,8,14,"JAM",NA,0.00001,0.00001,0.00001,0.99996,0.00001,NA,NA,NA,NA,NA,NA,19565,19216.5,0.05518,NA,NA,NA
"S_20_00806","ddRADseq","SAMN36656271",NA,NA,"M",NA,"JAM","Bear_Island_Baie_James",54.2,-81,2002,9,7,"HBSC",NA,0.094796,0.487661,0.389584,0.02795,0.00001,NA,NA,NA,NA,NA,NA,18798,17930.3,0.15089,NA,NA,NA
"S_20_00807","Both","SAMN36656272","OQ554005","Clade D","F",NA,"JAM","Bear_Island_Baie_James",54.2,-81,2002,9,7,"HBSC","HBSC",0.066137,0.696317,0.00001,0.076885,0.160651,0.78718,0.016286,0.007071,0.031858,0.157595,0.00001,19363,19489.2,-0.01961,626681,619900.6,0.03688
"S_20_00808","Both","SAMN36656273","OQ554006","Clade D","F",NA,"JAM","Bear_Island_Baie_James",54.2,-81,2002,9,7,"HBSC","HBSC",0.060555,0.577911,0.236049,0.067108,0.058377,0.610336,0.008746,0.017602,0.0724,0.258162,0.032753,19442,19498.4,-0.00874,637180,642276.3,-0.02687
"S_20_00809","Both","SAMN36656274","OQ554007","Clade D","F",NA,"JAM","Bear_Island_Baie_James",54.2,-81,2002,9,7,"HBSC","HBSC",0.064787,0.631537,0.114749,0.104928,0.083999,0.765517,0.009769,0.018856,0.04212,0.163282,0.000456,19362,19303.8,0.00913,639476,642580.7,-0.01637
"S_20_00810","Both","SAMN36656275","OQ554008","Clade D","F",NA,"JAM","Bear_Island_Baie_James",54.2,-81,2002,9,7,"HBSC","HBSC",0.098447,0.563949,0.195726,0.053657,0.088221,0.64123,0.013435,0.01812,0.089614,0.220861,0.016741,19366,19086.2,0.0444,638418,638984.8,-0.003
"S_20_01144","ddRADseq","SAMN36656464",NA,NA,"M",26,"JAM","James_Bay",53.08333333,-80.58333333,2003,7,22,"JAM",NA,0.010558,0.00001,0.00001,0.989412,0.00001,NA,NA,NA,NA,NA,NA,19817,19143.6,0.10673,NA,NA,NA
"S_20_01154","Both","SAMN36656470","OQ554031","Clade C","M",22,"JAM","James_Bay",53.08333333,-80.58333333,2003,7,22,"JAM","JAM",0.00001,0.055466,0.00001,0.944504,0.00001,0.00001,0.00001,0.99995,0.00001,0.00001,0.00001,19660,19459.8,0.0311,644668,643603.6,0.0056
"S_20_02299","ddRADseq","SAMN36656704",NA,NA,"M",35,"JAM","Long_Island",54.878,-79.4,2004,10,12,"JAM",NA,0.026772,0.057806,0.032657,0.852141,0.030625,NA,NA,NA,NA,NA,NA,19017,18638.3,0.06232,NA,NA,NA
"S_20_03444","lcWGS","SAMN36656850","OQ554213","Clade C","M",NA,"JAM","Pointe_de_Repentigny_James_Bay",52.64,-78.856,2009,7,29,NA,"JAM",NA,NA,NA,NA,NA,0.00001,0.00001,0.99995,0.00001,0.00001,0.00001,NA,NA,NA,645950,642431.1,0.01855
"S_20_03446","ddRADseq","SAMN36656851",NA,NA,NA,NA,"JAM","Pointe_de_Repentigny_James_Bay",52.64,-78.856,2009,7,31,"JAM",NA,0.00001,0.00001,0.00001,0.975689,0.024281,NA,NA,NA,NA,NA,NA,19705,19538.7,0.02577,NA,NA,NA
"S_20_03447","Both","SAMN36656852","MW316147    ",NA,"F",NA,"JAM","Pointe_de_Repentigny_James_Bay",52.64,-78.856,2009,8,1,"JAM","JAM",0.007098,0.00001,0.00001,0.992872,0.00001,0.00001,0.00001,0.99995,0.00001,0.00001,0.00001,19342,18597.3,0.12179,640313,629788,0.0565
"S_20_03448","Both","SAMN36656853","OQ554215","Clade C","F",NA,"JAM","Pointe_de_Repentigny_James_Bay",52.64,-78.856,2009,8,9,"JAM","JAM",0.00001,0.00001,0.00001,0.99996,0.00001,0.00001,0.00001,0.99995,0.00001,0.00001,0.00001,19731,19503.4,0.03534,639258,632180.9,0.03786
"S_20_03449","ddRADseq","SAMN36656854",NA,NA,"M",NA,"JAM","Pointe_de_Repentigny_James_Bay",52.64,-78.856,2009,8,9,"JAM",NA,0.00001,0.00001,0.00001,0.99996,0.00001,NA,NA,NA,NA,NA,NA,19779,19395.9,0.05978,NA,NA,NA
"S_20_03450","ddRADseq","SAMN36656855",NA,NA,"M",NA,"JAM","Pointe_de_Repentigny_James_Bay",52.64,-78.856,2008,8,4,"JAM",NA,0.00001,0.00001,0.00001,0.99996,0.00001,NA,NA,NA,NA,NA,NA,19961,19510.2,0.06991,NA,NA,NA
"S_20_03451","ddRADseq","SAMN36656856",NA,NA,"M",NA,"JAM","Pointe_de_Repentigny_James_Bay",52.64,-78.856,2008,8,6,"JAM",NA,0.00001,0.00001,0.00001,0.99996,0.00001,NA,NA,NA,NA,NA,NA,19818,19508.2,0.04804,NA,NA,NA
"S_20_03452","ddRADseq","SAMN36656857",NA,NA,"M",NA,"JAM","Pointe_de_Repentigny_James_Bay",52.64,-78.856,2008,8,8,"JAM",NA,0.001228,0.00001,0.00001,0.998742,0.00001,NA,NA,NA,NA,NA,NA,19724,19462.5,0.0407,NA,NA,NA
"S_20_03453","Both","SAMN36656858","MW316151    ",NA,"M",NA,"JAM","Pointe_de_Repentigny_James_Bay",52.64,-78.856,2008,8,8,"JAM","JAM",0.00001,0.00001,0.034489,0.961637,0.003854,0.00001,0.00001,0.99995,0.00001,0.00001,0.00001,19780,19370.8,0.06384,642498,629496.4,0.06987
"S_20_03454","ddRADseq","SAMN36656859",NA,NA,"M",NA,"JAM","Pointe_de_Repentigny_James_Bay",52.64,-78.856,2008,8,8,"JAM",NA,0.000018,0.00001,0.00627,0.993692,0.00001,NA,NA,NA,NA,NA,NA,19662,19458.3,0.03166,NA,NA,NA
"S_20_03455","Both","SAMN36656860","MW316146    ",NA,"F",NA,"JAM","Pointe_de_Repentigny_James_Bay",52.64,-78.856,2008,8,16,"JAM","JAM",0.048361,0.00001,0.00001,0.951609,0.00001,0.00001,0.00001,0.964396,0.020955,0.00001,0.014619,19722,19488,0.03631,636876,641551.5,-0.02468
"S_20_03507","ddRADseq","SAMN36656872",NA,NA,"F",NA,"JAM","Pointe_de_Repentigny",52.64,-78.856,2007,8,14,"JAM",NA,0.00001,0.00001,0.00001,0.99996,0.00001,NA,NA,NA,NA,NA,NA,19830,19461.5,0.05726,NA,NA,NA
"S_20_00629","ddRADseq","SAMN36656144",NA,NA,"M",NA,"SWH","Nelson_River",57.06494,-92.19655,2004,7,24,"HBSC",NA,0.061398,0.62517,0.199505,0.054751,0.059176,NA,NA,NA,NA,NA,NA,19246,19214.1,0.00501,NA,NA,NA
"S_20_00630","ddRADseq","SAMN36656145",NA,NA,"F",NA,"SWH","Nelson_River",57.06494,-92.19655,2004,7,25,"HBSC",NA,0.036305,0.519333,0.262637,0.119669,0.062055,NA,NA,NA,NA,NA,NA,19459,19342.3,0.01831,NA,NA,NA
"S_20_00632","ddRADseq","SAMN36656146",NA,NA,"M",NA,"SWH","Nelson_River",57.06494,-92.19655,2004,7,27,"HBSC",NA,0.074305,0.545555,0.261483,0.069024,0.049633,NA,NA,NA,NA,NA,NA,19350,19017.7,0.05285,NA,NA,NA
"S_20_00633","ddRADseq","SAMN36656147",NA,NA,"M",NA,"SWH","Nelson_River",57.18199921,-92.37399292,2005,7,30,"HBSC",NA,0.102769,0.469472,0.221213,0.12989,0.076656,NA,NA,NA,NA,NA,NA,19619,19478.7,0.02179,NA,NA,NA
"S_20_00770","Both","SAMN36656241","MW316245    ",NA,"M",NA,"SWH","Nelson_River",57.06494,-92.19655,2003,7,30,"HBSC","HBSC",0.058027,0.569574,0.252634,0.048607,0.071159,0.531813,0.01936,0.027735,0.131106,0.254257,0.035729,19239,19365.1,-0.01972,629173,627227,0.01048
"S_20_00771","ddRADseq","SAMN36656242",NA,NA,"M",NA,"SWH","Nelson_River",57.06494,-92.19655,2003,8,4,"HBSC",NA,0.053277,0.477552,0.258015,0.138599,0.072558,NA,NA,NA,NA,NA,NA,19487,19466.4,0.0032,NA,NA,NA
"S_20_00772","ddRADseq","SAMN36656243",NA,NA,"F",NA,"SWH","Nelson_River",57.06494,-92.19655,2003,8,3,"HBSC",NA,0.040259,0.585708,0.230616,0.046639,0.096778,NA,NA,NA,NA,NA,NA,19417,19418.5,-0.00023,NA,NA,NA
"S_20_00775","ddRADseq","SAMN36656244",NA,NA,"M",NA,"SWH","Nelson_River",57.06494,-92.19655,2005,7,23,"HBSC",NA,0.050584,0.645044,0.227981,0.024127,0.052264,NA,NA,NA,NA,NA,NA,18766,18766.7,-0.00011,NA,NA,NA
"S_20_00779","ddRADseq","SAMN36656248",NA,NA,"F",NA,"SWH","Nelson_River",57.06494,-92.19655,2002,7,13,"HBSC",NA,0.042289,0.596509,0.252091,0.046561,0.06255,NA,NA,NA,NA,NA,NA,19492,19504.2,-0.0019,NA,NA,NA
"S_20_00788","ddRADseq","SAMN36656254",NA,NA,"M",NA,"SWH","Nelson_River",57.06494,-92.19655,2004,7,24,"HBSC",NA,0.056207,0.60216,0.213862,0.002892,0.124879,NA,NA,NA,NA,NA,NA,19418,19450.4,-0.00504,NA,NA,NA
"S_20_00812","ddRADseq","SAMN36656277",NA,NA,"M",NA,"SWH","Nelson_River",57.06494,-92.19655,2004,7,26,"HBSC",NA,0.047144,0.4857,0.347198,0.033165,0.086793,NA,NA,NA,NA,NA,NA,19373,19390.4,-0.00272,NA,NA,NA
"S_20_00813","ddRADseq","SAMN36656278",NA,NA,"M",NA,"SWH","Nelson_River",57.06494,-92.19655,2003,8,5,"HBSC",NA,0.035908,0.586467,0.212959,0.058162,0.106504,NA,NA,NA,NA,NA,NA,19354,19495.3,-0.02193,NA,NA,NA
"S_20_01214","ddRADseq","SAMN36656484",NA,NA,"M",NA,"SWH","Nelson_River",57.20800018,-92.26000977,2005,7,30,"HBSC",NA,0.060442,0.587192,0.312523,0.023611,0.016233,NA,NA,NA,NA,NA,NA,19536,19195.7,0.05391,NA,NA,NA
"S_20_03506","ddRADseq","SAMN36656871",NA,NA,"M",NA,"SWH","Nelson_River",57.06494,-92.19655,2004,7,27,"HBSC",NA,0.025925,0.624254,0.239014,0.056565,0.054242,NA,NA,NA,NA,NA,NA,19313,19454.7,-0.02207,NA,NA,NA
"S_20_00603","ddRADseq","SAMN36656123",NA,NA,"F",5,"NWH","Arviat",NA,NA,2003,8,NA,"HBSC",NA,0.047994,0.506518,0.232661,0.111549,0.101278,NA,NA,NA,NA,NA,NA,19518,19447.9,0.01089,NA,NA,NA
"S_20_00604","ddRADseq","SAMN36656124",NA,NA,"M",9,"NWH","Arviat",NA,NA,2003,8,NA,"HBSC",NA,0.02921,0.607845,0.240372,0.082217,0.040356,NA,NA,NA,NA,NA,NA,19485,19508.1,-0.00358,NA,NA,NA
"S_20_00605","ddRADseq","SAMN36656125",NA,NA,"M",45,"NWH","Arviat",NA,NA,2003,8,NA,"HBSC",NA,0.060596,0.594526,0.313283,0.014243,0.017352,NA,NA,NA,NA,NA,NA,19406,19114.5,0.04643,NA,NA,NA
"S_20_00606","ddRADseq","SAMN36656126",NA,NA,"F",11,"NWH","Arviat",NA,NA,2003,8,17,"HBSC",NA,0.041551,0.604072,0.26582,0.041318,0.047239,NA,NA,NA,NA,NA,NA,19431,19491.1,-0.00935,NA,NA,NA
"S_20_00607","ddRADseq","SAMN36656127",NA,NA,"M",23,"NWH","Arviat",NA,NA,2003,8,17,"HBSC",NA,0.039313,0.54952,0.28219,0.029152,0.099825,NA,NA,NA,NA,NA,NA,19412,19060.6,0.05627,NA,NA,NA
"S_20_00608","ddRADseq","SAMN36656128",NA,NA,"F",9,"NWH","Arviat",NA,NA,2003,8,NA,"HBSC",NA,0.025586,0.580958,0.32614,0.002933,0.064382,NA,NA,NA,NA,NA,NA,19244,19318.5,-0.01168,NA,NA,NA
"S_20_00609","ddRADseq","SAMN36656129",NA,NA,"F",35,"NWH","Arviat",NA,NA,2003,8,17,"HBSC",NA,0.093053,0.569181,0.22908,0.050434,0.058252,NA,NA,NA,NA,NA,NA,19468,18957,0.0816,NA,NA,NA
"S_20_00610","ddRADseq","SAMN36656130",NA,NA,"F",35,"NWH","Arviat",NA,NA,2003,8,NA,"HBSC",NA,0.0241,0.617016,0.281768,0.062049,0.015067,NA,NA,NA,NA,NA,NA,19335,19386.4,-0.00803,NA,NA,NA
"S_20_00611","ddRADseq","SAMN36656131",NA,NA,"M",15,"NWH","Arviat",NA,NA,2003,8,9,"HBSC",NA,0.000298,0.457246,0.231495,0.16085,0.150111,NA,NA,NA,NA,NA,NA,19436,19152.5,0.04471,NA,NA,NA
"S_20_00614","ddRADseq","SAMN36656132",NA,NA,"M",11,"NWH","Arviat",NA,NA,2003,8,14,"HBSC",NA,0.162615,0.530761,0.26015,0.03047,0.016004,NA,NA,NA,NA,NA,NA,18179,16847.7,0.24652,NA,NA,NA
"S_20_00615","ddRADseq","SAMN36656133",NA,NA,"M",15,"NWH","Arviat",NA,NA,2003,8,9,"HBSC",NA,0.081158,0.460458,0.238982,0.157137,0.062265,NA,NA,NA,NA,NA,NA,19632,19501,0.02034,NA,NA,NA
"S_20_00616","ddRADseq","SAMN36656134",NA,NA,"F",22,"NWH","Arviat",NA,NA,2003,8,14,"HBSC",NA,0.03001,0.51684,0.301564,0.080394,0.071192,NA,NA,NA,NA,NA,NA,19361,19527.7,-0.02584,NA,NA,NA
"S_20_00617","ddRADseq","SAMN36656135",NA,NA,"M",24,"NWH","Arviat",NA,NA,2003,8,13,"HBSC",NA,0.05849,0.587841,0.263993,0.055407,0.034268,NA,NA,NA,NA,NA,NA,19424,19478,-0.00839,NA,NA,NA
"S_20_00618","ddRADseq","SAMN36656136",NA,NA,"F",16,"NWH","Arviat",NA,NA,2003,8,17,"HBSC",NA,0.041056,0.585076,0.27712,0.076806,0.019942,NA,NA,NA,NA,NA,NA,19402,19344.2,0.00908,NA,NA,NA
"S_20_00654","ddRADseq","SAMN36656163",NA,NA,"F",12,"NWH","Arviat_west of McConnel River",NA,NA,1999,8,11,"HBSC",NA,0.057323,0.459423,0.209138,0.194397,0.07972,NA,NA,NA,NA,NA,NA,19509,19539.7,-0.00476,NA,NA,NA
"S_20_00656","ddRADseq","SAMN36656164",NA,NA,"M",21,"NWH","Arviat",NA,NA,1999,8,11,"HBSC",NA,0.035879,0.605763,0.213379,0.107716,0.037262,NA,NA,NA,NA,NA,NA,18956,19276,-0.05044,NA,NA,NA
"S_20_00657","Both","SAMN36656165","OQ553964","Clade C","M",9,"NWH","Arviat_Sentry Island",NA,NA,1999,8,12,"CS","CS",0.00001,0.00001,0.918981,0.00001,0.080989,0.0263,0.00001,0.005873,0.752933,0.10497,0.109915,19146,19012.4,0.02146,636067,638569.3,-0.01326
"S_20_00658","ddRADseq","SAMN36656166",NA,NA,"F",39,"NWH","Arviat_McConnel River",NA,NA,1999,8,11,"HBSC",NA,0.025489,0.580807,0.286559,0.107136,0.00001,NA,NA,NA,NA,NA,NA,19496,19449.9,0.00718,NA,NA,NA
"S_20_00676","ddRADseq","SAMN36656177",NA,NA,"M",NA,"NWH","Churchill",58.765,-94.202,1992,7,5,"HBSC",NA,0.094484,0.393774,0.288787,0.166167,0.056788,NA,NA,NA,NA,NA,NA,18562,18365.5,0.03304,NA,NA,NA
"S_20_00678","Both","SAMN36656178","MW316239    ",NA,"M",NA,"NWH","Churchill",58.743,-94.386,1992,7,4,"HBSC","HBSC",0.106602,0.284061,0.288225,0.250355,0.070757,0.455497,0.022967,0.223397,0.074946,0.164175,0.059018,18281,18052.2,0.03935,624787,610518.3,0.07858
"S_20_00681","Both","SAMN36656179","OQ553971","Clade D",NA,26,"NWH","Arviat_McConnel River",NA,NA,1999,8,11,"HBSC","HBSC",0.014765,0.539774,0.316497,0.128955,0.00001,0.642289,0.01629,0.037916,0.072732,0.194537,0.036236,19406,19453.3,-0.00738,633034,618206.7,0.08093
"S_20_00682","lcWGS","SAMN36656180","OQ553972","Clade D","M",4,"NWH","Arviat",NA,NA,1999,8,11,NA,"HBSC",NA,NA,NA,NA,NA,0.607274,0.01415,0.005974,0.092823,0.26055,0.01923,NA,NA,NA,615889,602540.5,0.0743
"S_20_00683","ddRADseq","SAMN36656181",NA,NA,NA,26,"NWH","Arviat_Sentry Island",NA,NA,1999,8,11,"HBSC",NA,0.062966,0.591011,0.26453,0.022901,0.058593,NA,NA,NA,NA,NA,NA,19003,18936.9,0.01068,NA,NA,NA
"S_20_00684","ddRADseq","SAMN36656182",NA,NA,"F",39,"NWH","Chesterfield_Inlet_Baker Foreland",NA,NA,1997,8,17,"HBSC",NA,0.018057,0.648989,0.199309,0.089607,0.044038,NA,NA,NA,NA,NA,NA,19246,19478.5,-0.03615,NA,NA,NA
"S_20_00685","ddRADseq","SAMN36656183",NA,NA,"M",29,"NWH","Chesterfield_Inlet_Josephine_River",NA,NA,1999,8,22,"HBSC",NA,0.10159,0.457655,0.336472,0.077467,0.026816,NA,NA,NA,NA,NA,NA,18749,18288.2,0.07805,NA,NA,NA
"S_20_00686","ddRADseq","SAMN36656184",NA,NA,"M",25,"NWH","Chesterfield_Inlet_Josephine_River",NA,NA,1999,8,22,"HBSC",NA,0.046764,0.551129,0.309612,0.058166,0.034329,NA,NA,NA,NA,NA,NA,19412,19423.2,-0.00175,NA,NA,NA
"S_20_00687","ddRADseq","SAMN36656185",NA,NA,"M",27,"NWH","Arviat_McConnel River",NA,NA,1999,8,11,"HBSC",NA,0.067191,0.612923,0.241426,0.032864,0.045596,NA,NA,NA,NA,NA,NA,18971,19355.2,-0.0602,NA,NA,NA
"S_20_00780","ddRADseq","SAMN36656249",NA,NA,"F",15,"NWH","Coral Harbour_Ruin Point",NA,NA,2001,9,3,"HBSC",NA,0.048996,0.537475,0.275383,0.084853,0.053292,NA,NA,NA,NA,NA,NA,19560,19285.6,0.04318,NA,NA,NA
"S_20_00789","ddRADseq","SAMN36656255",NA,NA,"M",42,"NWH","Arviat",NA,NA,2003,8,NA,"HBSC",NA,0.031655,0.627848,0.242321,0.037601,0.060576,NA,NA,NA,NA,NA,NA,19185,18994.2,0.03064,NA,NA,NA
"S_20_00790","ddRADseq","SAMN36656256",NA,NA,"M",28,"NWH","Arviat",NA,NA,2003,8,27,"HBSC",NA,0.055197,0.548305,0.303126,0.062915,0.030457,NA,NA,NA,NA,NA,NA,19411,19346.1,0.01018,NA,NA,NA
"S_20_00791","ddRADseq","SAMN36656257",NA,NA,"F",17,"NWH","Arviat",NA,NA,2003,8,6,"HBSC",NA,0.064819,0.540421,0.332742,0.062008,0.00001,NA,NA,NA,NA,NA,NA,19540,19464,0.01182,NA,NA,NA
"S_20_00792","Both","SAMN36656258","OQ554002","Clade D","M",24,"NWH","Arviat",NA,NA,2003,8,10,"HBSC","HBSC",0.039998,0.621213,0.212774,0.073802,0.052213,0.678236,0.019291,0.023803,0.036979,0.20198,0.03971,19492,19492.2,-0.00003,626308,615019.9,0.06192
"S_20_00793","ddRADseq","SAMN36656259",NA,NA,"F",29,"NWH","Arviat",NA,NA,2003,8,4,"HBSC",NA,0.044801,0.631057,0.234615,0.037887,0.05164,NA,NA,NA,NA,NA,NA,19415,19379.8,0.0055,NA,NA,NA
"S_20_00794","ddRADseq","SAMN36656260",NA,NA,"M",6,"NWH","Arviat",NA,NA,2003,8,14,"HBSC",NA,0.025738,0.676853,0.238901,0.046661,0.011846,NA,NA,NA,NA,NA,NA,19355,19517.3,-0.02517,NA,NA,NA
"S_20_00795","Both","SAMN36656261","OQ554003","Clade D","F",24,"NWH","Arviat",NA,NA,2003,8,17,"HBSC","HBSC",0.042752,0.681209,0.197626,0.047639,0.030774,0.658561,0.00001,0.014198,0.035374,0.256408,0.035448,19463,19437.1,0.00404,637921,639704.7,-0.00944
"S_20_00797","ddRADseq","SAMN36656262",NA,NA,"M",27,"NWH","Arviat",NA,NA,2003,8,17,"HBSC",NA,0.001872,0.567235,0.297474,0.122213,0.011206,NA,NA,NA,NA,NA,NA,19346,19496.4,-0.02335,NA,NA,NA
"S_20_00798","ddRADseq","SAMN36656263",NA,NA,"M",18,"NWH","Arviat",NA,NA,2003,8,17,"HBSC",NA,0.070672,0.605951,0.24335,0.029725,0.050302,NA,NA,NA,NA,NA,NA,19516,19425.7,0.01407,NA,NA,NA
"S_20_00799","ddRADseq","SAMN36656264",NA,NA,"F",23,"NWH","Arviat",NA,NA,2003,8,17,"HBSC",NA,0.058257,0.615083,0.195048,0.065291,0.066321,NA,NA,NA,NA,NA,NA,19269,19161.1,0.01705,NA,NA,NA
"S_20_00800","ddRADseq","SAMN36656265",NA,NA,"M",7,"NWH","Arviat",NA,NA,2003,8,15,"HBSC",NA,0.056166,0.559984,0.239484,0.053269,0.091098,NA,NA,NA,NA,NA,NA,19353,18895.9,0.074,NA,NA,NA
"S_20_00801","ddRADseq","SAMN36656266",NA,NA,"M",15,"NWH","Arviat",NA,NA,2003,8,NA,"HBSC",NA,0.106917,0.512699,0.288569,0.034158,0.057658,NA,NA,NA,NA,NA,NA,19118,18350.1,0.12923,NA,NA,NA
"S_20_00802","ddRADseq","SAMN36656267",NA,NA,"M",16,"NWH","Arviat",NA,NA,2003,8,14,"HBSC",NA,0.093834,0.549342,0.231704,0.022788,0.102332,NA,NA,NA,NA,NA,NA,19425,19120.6,0.04846,NA,NA,NA
"S_20_00803","ddRADseq","SAMN36656268",NA,NA,"M",13,"NWH","Arviat",NA,NA,2003,8,14,"HBSC",NA,0.038696,0.502395,0.347144,0.071837,0.039928,NA,NA,NA,NA,NA,NA,19459,19111.6,0.05545,NA,NA,NA
