"ID","Marker","BioSample.Accession","Mitogenome.accession","Mitochondrial.clade","Sex.qPCR","Age","Region","Location","Lat","Lon","Year","Month","Day","Membership.rad","Membership.wgs","Q1.rad","Q2.rad","Q3.rad","Q4.rad","Q5.rad","Q1.wgs","Q2.wgs","Q3.wgs","Q4.wgs","Q5.wgs","Q6.wgs","O.Hom.rad","E.Hom.rad","F.rad","O.Hom.wgs","E.Hom.wgs","F.wgs"
"S_20_03595","ddRADseq","SAMN36656912",NA,NA,"F",NA,"NHS","Kimmirut",NA,NA,1992,10,11,"HBSC",NA,0.029236,0.63258,0.230057,0.041946,0.06618,NA,NA,NA,NA,NA,NA,19113,19174.5,-0.00978,NA,NA,NA
"S_20_03599","ddRADseq","SAMN36656914",NA,NA,"M",23,"NHS","Lake_Harbour_Kimmirut",NA,NA,1992,10,17,"HBSC",NA,0.01669,0.566651,0.24792,0.068232,0.100506,NA,NA,NA,NA,NA,NA,19199,19370,-0.02678,NA,NA,NA
"S_20_03600","ddRADseq","SAMN36656915",NA,NA,"F",NA,"NHS","Kimmirut",NA,NA,1989,6,24,"HBSC",NA,0.037052,0.589309,0.23571,0.053957,0.083972,NA,NA,NA,NA,NA,NA,19242,19467.4,-0.03511,NA,NA,NA
"S_20_03601","ddRADseq","SAMN36656916",NA,NA,"F",NA,"NHS","Kimmirut",NA,NA,1989,6,24,"HBSC",NA,0.036723,0.586657,0.23302,0.048797,0.094802,NA,NA,NA,NA,NA,NA,19314,19489.9,-0.02732,NA,NA,NA
"S_20_03607","ddRADseq","SAMN36656919",NA,NA,"M",NA,"NHS","Kimmirut",NA,NA,1991,11,7,"HBSC",NA,0.074429,0.544377,0.232358,0.054745,0.094091,NA,NA,NA,NA,NA,NA,18979,19128.1,-0.02373,NA,NA,NA
"S_20_03608","ddRADseq","SAMN36656920",NA,NA,"F",NA,"NHS","Kimmirut",NA,NA,1990,7,17,"LGR",NA,0.0151,0.053992,0.116593,0.056383,0.757933,NA,NA,NA,NA,NA,NA,19400,19537.7,-0.02133,NA,NA,NA
"S_20_03617","ddRADseq","SAMN36656923",NA,NA,"F",NA,"NHS","Kimmirut",62.5,-69.51,1989,7,13,"HBSC",NA,0.031774,0.532933,0.277406,0.041566,0.116321,NA,NA,NA,NA,NA,NA,19364,19471.4,-0.0167,NA,NA,NA
"S_20_03618","ddRADseq","SAMN36656924",NA,NA,"F",NA,"NHS","Kimmirut",NA,NA,1990,7,10,"HBSC",NA,0.043062,0.494075,0.292267,0.090646,0.07995,NA,NA,NA,NA,NA,NA,19316,19401.2,-0.01333,NA,NA,NA
"S_20_03625","ddRADseq","SAMN36656926",NA,NA,"F",30,"NHS","Lake_Harbour_Kimmirut",NA,NA,1992,10,9,"HBSC",NA,0.143465,0.448882,0.274429,0.045161,0.088063,NA,NA,NA,NA,NA,NA,18595,18209.8,0.06613,NA,NA,NA
"S_20_03626","ddRADseq","SAMN36656927",NA,NA,"M",12,"NHS","Lake_Harbour_Kimmirut",62.845712,-69.864133,1992,10,11,"HBSC",NA,0.002253,0.621818,0.250673,0.046207,0.079049,NA,NA,NA,NA,NA,NA,19348,19505.9,-0.02453,NA,NA,NA
"S_20_03627","ddRADseq","SAMN36656928",NA,NA,"M",NA,"NHS","Kimmirut",NA,NA,1989,7,1,"HBSC",NA,0.038038,0.470421,0.33719,0.059621,0.09473,NA,NA,NA,NA,NA,NA,19556,19549.4,0.00103,NA,NA,NA
"S_20_03628","ddRADseq","SAMN36656929",NA,NA,"F",NA,"NHS","Kimmirut",NA,NA,1991,10,17,"HBSC",NA,0.048366,0.509104,0.336476,0.020625,0.085429,NA,NA,NA,NA,NA,NA,19209,19219.2,-0.00162,NA,NA,NA
"S_20_03633","ddRADseq","SAMN36656933",NA,NA,"M",15,"NHS","Lake_Harbour_Kimmirut",NA,NA,1992,10,11,"HBSC",NA,0.017681,0.599969,0.264891,0.033793,0.083665,NA,NA,NA,NA,NA,NA,19374,19526.2,-0.0236,NA,NA,NA
"S_20_03634","ddRADseq","SAMN36656934",NA,NA,"M",21,"NHS","Lake_Harbour_Kimmirut",62.845712,-69.864133,1992,10,11,"HBSC",NA,0.00001,0.740642,0.148156,0.046269,0.064923,NA,NA,NA,NA,NA,NA,15821,18840.2,-0.49158,NA,NA,NA
"S_20_03636","ddRADseq","SAMN36656935",NA,NA,"F",NA,"NHS","Kimmirut",NA,NA,1991,10,17,"HBSC",NA,0.031427,0.652067,0.29406,0.00001,0.022436,NA,NA,NA,NA,NA,NA,19271,19538.8,-0.04148,NA,NA,NA
"S_20_00635","ddRADseq","SAMN36656148",NA,NA,"F",12,"SHS","Kangiqsujuaq",61.5617,-71.6525,2004,7,22,"HBSC",NA,0.09011,0.481618,0.29089,0.050988,0.086395,NA,NA,NA,NA,NA,NA,19086,18754.6,0.05423,NA,NA,NA
"S_20_00636","ddRADseq","SAMN36656149",NA,NA,"M",24,"SHS","Falaise_Innijuaq",62.425,-75.4194,2004,7,2,"HBSC",NA,0.12671,0.509096,0.261195,0.04455,0.058448,NA,NA,NA,NA,NA,NA,18739,18384.8,0.05965,NA,NA,NA
"S_20_00638","ddRADseq","SAMN36656150",NA,NA,"F",22,"SHS","Falaise_Innijuaq",62.425,-75.4194,2004,7,1,"HBSC",NA,0.121603,0.367782,0.387568,0.070321,0.052726,NA,NA,NA,NA,NA,NA,18270,17760.2,0.09035,NA,NA,NA
"S_20_00639","ddRADseq","SAMN36656151",NA,NA,"M",15,"SHS","Baie_Nanuttuvik",62.286,-75.142,2004,6,30,"HBSC",NA,0.05763,0.591448,0.273495,0.046267,0.03116,NA,NA,NA,NA,NA,NA,19371,19423.3,-0.00815,NA,NA,NA
"S_20_00640","ddRADseq","SAMN36656152",NA,NA,"M",18,"SHS","Salluit_Fjord",62.292,-75.483,2004,6,30,"HBSC",NA,0.023517,0.638619,0.255467,0.031957,0.05044,NA,NA,NA,NA,NA,NA,19117,19126.2,-0.00146,NA,NA,NA
"S_20_00814","ddRADseq","SAMN36656279",NA,NA,"F",17,"SHS","Quaqtaq",60.99463,-69.73007,2001,10,25,"HBSC",NA,0.038798,0.462047,0.311703,0.149673,0.03778,NA,NA,NA,NA,NA,NA,19169,19349.4,-0.02827,NA,NA,NA
"S_20_00816","ddRADseq","SAMN36656280",NA,NA,"M",NA,"SHS","Quaqtaq",60.99189,-69.70539,2001,10,27,"HBSC",NA,0.045355,0.609728,0.249917,0.047742,0.047258,NA,NA,NA,NA,NA,NA,19304,19503.9,-0.03104,NA,NA,NA
"S_20_00817","ddRADseq","SAMN36656281",NA,NA,"F",13,"SHS","Quaqtaq",61.00717,-69.69559,2001,10,26,"HBSC",NA,0.053617,0.700766,0.039194,0.039443,0.16698,NA,NA,NA,NA,NA,NA,18722,19096.1,-0.05968,NA,NA,NA
"S_20_00818","ddRADseq","SAMN36656282",NA,NA,"M",48,"SHS","Quaqtaq",60.98209,-69.71753,2001,10,26,"HBSC",NA,0.066779,0.516401,0.341551,0.061469,0.013801,NA,NA,NA,NA,NA,NA,18754,18742.8,0.00184,NA,NA,NA
"S_20_00820","ddRADseq","SAMN36656283",NA,NA,"M",8,"SHS","Quaqtaq",60.96877,-69.70186,2001,11,2,"HBSC",NA,0.0374,0.516965,0.313743,0.062904,0.068988,NA,NA,NA,NA,NA,NA,18945,18975.7,-0.00492,NA,NA,NA
"S_20_00822","ddRADseq","SAMN36656284",NA,NA,"M",11,"SHS","Quaqtaq",60.99894,-69.70852,2001,11,2,"LGR",NA,0.043223,0.108714,0.05468,0.041312,0.752071,NA,NA,NA,NA,NA,NA,19448,19398.2,0.00779,NA,NA,NA
"S_20_00865","ddRADseq","SAMN36656305",NA,NA,"F",31,"SHS","Baie_Kuuttaap_Kangirsunga",61.22,-71.6,2001,7,14,"HBSC",NA,0.018037,0.431285,0.351753,0.069197,0.129728,NA,NA,NA,NA,NA,NA,19456,19508.4,-0.00813,NA,NA,NA
"S_20_00866","ddRADseq","SAMN36656306",NA,NA,"M",NA,"SHS","Salluit_Fjord",62.25682,-75.5658,2001,6,26,"HBSC",NA,0.063008,0.583674,0.228475,0.023868,0.100975,NA,NA,NA,NA,NA,NA,19429,19431.4,-0.00038,NA,NA,NA
"S_20_00867","ddRADseq","SAMN36656307",NA,NA,"M",25,"SHS","Cap_Uqammaq",61.7525,-72.0512,2001,6,25,"HBSC",NA,0.072415,0.623116,0.194809,0.068134,0.041526,NA,NA,NA,NA,NA,NA,19158,18829.1,0.05365,NA,NA,NA
"S_20_00868","ddRADseq","SAMN36656308",NA,NA,"F",17,"SHS","Kangiqsujuaq",61.74612,-72.04448,2001,7,30,"HBSC",NA,0.017644,0.607265,0.289037,0.050603,0.035451,NA,NA,NA,NA,NA,NA,18894,19284.9,-0.06161,NA,NA,NA
"S_20_00870","ddRADseq","SAMN36656309",NA,NA,"M",6,"SHS","Kangiqsujuaq",61.74165,-72.03639,2001,6,25,"HBSC",NA,0.059202,0.631878,0.201413,0.05677,0.050737,NA,NA,NA,NA,NA,NA,19193,19175.1,0.00284,NA,NA,NA
"S_20_00871","ddRADseq","SAMN36656310",NA,NA,"F",14,"SHS","Kangiqsujuaq",61.5415,-71.80456,2001,7,16,"HBSC",NA,0.050907,0.510995,0.319872,0.047281,0.070944,NA,NA,NA,NA,NA,NA,19262,19433.3,-0.02673,NA,NA,NA
"S_20_00872","ddRADseq","SAMN36656311",NA,NA,"F",19,"SHS","Digges_Islands",62.56631,-77.84657,2001,10,20,"LGR",NA,0.027142,0.134946,0.085589,0.036824,0.715498,NA,NA,NA,NA,NA,NA,19189,19304.5,-0.01817,NA,NA,NA
"S_20_00878","ddRADseq","SAMN36656312",NA,NA,"M",32,"SHS","Digges_Islands",62.60298,-77.82984,2001,10,23,"HBSC",NA,0.073924,0.602387,0.253359,0.043024,0.027306,NA,NA,NA,NA,NA,NA,18901,18755,0.02376,NA,NA,NA
"S_20_00881","ddRADseq","SAMN36656313",NA,NA,"F",NA,"SHS","Digges_Islands",62.60372,-77.83412,2001,10,26,"HBSC",NA,0.046939,0.562389,0.271679,0.103394,0.0156,NA,NA,NA,NA,NA,NA,19237,19215.7,0.00337,NA,NA,NA
"S_20_00884","ddRADseq","SAMN36656314",NA,NA,"M",15,"SHS","Nuvuk_Islands",62.4003,-78.05059,2001,10,8,"HBSC",NA,0.048965,0.579513,0.230526,0.114642,0.026355,NA,NA,NA,NA,NA,NA,19099,19170.7,-0.01137,NA,NA,NA
"S_20_00885","ddRADseq","SAMN36656315",NA,NA,NA,17,"SHS","Kangiqsujuaq",61.731,-72.053,2004,7,12,"HBSC",NA,0.109812,0.390125,0.421321,0.026624,0.052119,NA,NA,NA,NA,NA,NA,18189,17723.4,0.08238,NA,NA,NA
"S_20_00890","ddRADseq","SAMN36656316",NA,NA,"M",25,"SHS","Baie_Qarliik",62.461,-76.606,2004,7,2,"HBSC",NA,0.069699,0.505541,0.292889,0.046508,0.085362,NA,NA,NA,NA,NA,NA,19221,19187.8,0.00528,NA,NA,NA
"S_20_00891","ddRADseq","SAMN36656317",NA,NA,NA,24,"SHS","Salluit",62.425,-75.4194,2004,6,29,"HBSC",NA,0.043526,0.602237,0.280608,0.030527,0.043101,NA,NA,NA,NA,NA,NA,19453,19545.7,-0.01436,NA,NA,NA
"S_20_00892","ddRADseq","SAMN36656318",NA,NA,"M",NA,"SHS","Baie_Nanuttuvik",62.086,-75.142,2004,7,30,"HBSC",NA,0.024323,0.590864,0.286612,0.017527,0.080673,NA,NA,NA,NA,NA,NA,19323,19520,-0.03055,NA,NA,NA
"S_20_00894","ddRADseq","SAMN36656319",NA,NA,"F",19,"SHS","Ivujivik",62.0917,-78.0139,2004,10,12,"HBSC",NA,0.090016,0.453469,0.3144,0.102618,0.039498,NA,NA,NA,NA,NA,NA,18941,18465.6,0.079,NA,NA,NA
"S_20_00895","ddRADseq","SAMN36656320",NA,NA,"M",20,"SHS","Ivujivik",62.0917,-78.0139,2004,10,19,"HBSC",NA,0.067133,0.554377,0.260759,0.108527,0.009204,NA,NA,NA,NA,NA,NA,19266,19481.7,-0.03352,NA,NA,NA
"S_20_00897","ddRADseq","SAMN36656321",NA,NA,"F",42,"SHS","Baie_Nanuttuvik",62.286,-75.142,2004,7,1,"HBSC",NA,0.067838,0.444664,0.377823,0.029462,0.080213,NA,NA,NA,NA,NA,NA,19371,19135.2,0.03742,NA,NA,NA
"S_20_00898","ddRADseq","SAMN36656322",NA,NA,"M",23,"SHS","Salluit",62.205,-75.747,2004,7,1,"HBSC",NA,0.040155,0.437368,0.393206,0.056564,0.072707,NA,NA,NA,NA,NA,NA,18352,18413,-0.01025,NA,NA,NA
"S_20_00899","ddRADseq","SAMN36656323",NA,NA,"F",NA,"SHS","Falaise_Naujaat_Akulliq",NA,NA,2004,7,1,"HBSC",NA,0.048332,0.463826,0.281901,0.058456,0.147484,NA,NA,NA,NA,NA,NA,19513,19512.9,0.00002,NA,NA,NA
"S_20_00905","Both","SAMN36656327","OQ554011","Clade D","M",NA,"SHS","Falaise_Innijuaq",62.425,-75.41944444,2003,6,28,"HBSC","HBSC",0.079116,0.665338,0.165097,0.048119,0.04233,0.58266,0.039246,0.012054,0.079514,0.263419,0.023108,19464,19523.5,-0.00923,615550,591708.9,0.13544
"S_20_00907","ddRADseq","SAMN36656328",NA,NA,"F",25,"SHS","Pointe_Akulivik",61.53888889,-71.80861111,2003,6,26,"HBSC",NA,0.040549,0.483675,0.31565,0.043666,0.11646,NA,NA,NA,NA,NA,NA,19130,19185.3,-0.00877,NA,NA,NA
"S_20_00908","ddRADseq","SAMN36656329",NA,NA,"M",25,"SHS","Pointe_Akulivik",61.53888889,-71.80861111,2003,6,27,"HBSC",NA,0.05765,0.597831,0.204892,0.078529,0.061098,NA,NA,NA,NA,NA,NA,19275,19479.7,-0.03184,NA,NA,NA
"S_20_00912","ddRADseq","SAMN36656330",NA,NA,"M",21,"SHS","Kangiqsujuaq",61.731,-72.053,2003,6,15,"HBSC",NA,0.035013,0.582923,0.255218,0.038064,0.088781,NA,NA,NA,NA,NA,NA,19502,19539.4,-0.0058,NA,NA,NA
"S_20_00913","ddRADseq","SAMN36656331",NA,NA,"M",11,"SHS","Kangiqsujuaq",61.731,-72.053,2003,7,10,"HBSC",NA,0.071568,0.607801,0.282775,0.033855,0.004,NA,NA,NA,NA,NA,NA,19370,19530.8,-0.02493,NA,NA,NA
"S_20_00914","ddRADseq","SAMN36656332",NA,NA,"M",16,"SHS","Kangiqsujuaq",61.65166667,-71.9675,2003,6,22,"HBSC",NA,0.041032,0.608912,0.25447,0.026195,0.069391,NA,NA,NA,NA,NA,NA,19363,19530.4,-0.02596,NA,NA,NA
"S_20_00915","ddRADseq","SAMN36656333",NA,NA,"M",14,"SHS","Camp_Imilimmiut",60.771,-69.418,2003,6,16,"HBSC",NA,0.135547,0.539372,0.281947,0.041797,0.001336,NA,NA,NA,NA,NA,NA,18094,17561.3,0.095,NA,NA,NA
"S_20_00920","ddRADseq","SAMN36656337",NA,NA,"F",NA,"SHS","Camp_Imilimmiut",60.771,-69.418,2003,6,16,"HBSC",NA,0.084083,0.63249,0.210291,0.045965,0.027172,NA,NA,NA,NA,NA,NA,18908,19163.9,-0.04063,NA,NA,NA
"S_20_00960","ddRADseq","SAMN36656356",NA,NA,"F",30,"SHS","Quaqtaq",60.97,-69.71,2004,11,1,"LGR",NA,0.035722,0.130488,0.089971,0.00001,0.743809,NA,NA,NA,NA,NA,NA,19313,19310.1,0.00045,NA,NA,NA
"S_20_00961","ddRADseq","SAMN36656357",NA,NA,"M",30,"SHS","Quaqtaq",60.97,-69.71,2004,10,28,"HBSC",NA,0.079492,0.502765,0.250128,0.073455,0.094161,NA,NA,NA,NA,NA,NA,19163,19101.7,0.0098,NA,NA,NA
"S_20_00962","ddRADseq","SAMN36656358",NA,NA,"M",29,"SHS","Baie_Qarliik",62.461,-76.606,2004,6,5,"HBSC",NA,0.005641,0.554913,0.322697,0.00001,0.116739,NA,NA,NA,NA,NA,NA,19360,19525.5,-0.02565,NA,NA,NA
"S_20_00964","ddRADseq","SAMN36656359",NA,NA,"M",NA,"SHS","Kangiqsujuaq",61.872222,-72.065556,2004,6,25,"HBSC",NA,0.074906,0.569786,0.319781,0.00001,0.035518,NA,NA,NA,NA,NA,NA,18878,18747.6,0.02136,NA,NA,NA
"S_20_00965","ddRADseq","SAMN36656360",NA,NA,"M",NA,"SHS","Kangiqsujuaq",NA,NA,2004,6,24,"HBSC",NA,0.076891,0.541939,0.256455,0.021117,0.103599,NA,NA,NA,NA,NA,NA,18640,18745.8,-0.0173,NA,NA,NA
"S_20_00966","ddRADseq","SAMN36656361",NA,NA,"F",23,"SHS","Kangiqsujuaq",61.5617,-71.6525,2004,7,15,"HBSC",NA,0.103225,0.420681,0.359453,0.011413,0.105228,NA,NA,NA,NA,NA,NA,17809,17600.5,0.0373,NA,NA,NA
"S_20_00967","ddRADseq","SAMN36656362",NA,NA,"M",28,"SHS","Kangiqsujuaq",61.867,-72.183,2004,7,16,"HBSC",NA,0.097935,0.411917,0.305065,0.078665,0.106418,NA,NA,NA,NA,NA,NA,18373,18223.4,0.02537,NA,NA,NA
"S_20_00968","ddRADseq","SAMN36656363",NA,NA,"M",14,"SHS","Ivujivik",62.418,-77.911,2004,10,6,"HBSC",NA,0.135256,0.440029,0.308942,0.092051,0.023721,NA,NA,NA,NA,NA,NA,17998,17508.3,0.08844,NA,NA,NA
"S_20_00969","ddRADseq","SAMN36656364",NA,NA,"M",NA,"SHS","Ivujivik",62.418,-77.911,2004,10,20,"HBSC",NA,0.091634,0.426681,0.340508,0.094753,0.046423,NA,NA,NA,NA,NA,NA,18748,18316.8,0.07304,NA,NA,NA
"S_20_00974","ddRADseq","SAMN36656365",NA,NA,"M",NA,"SHS","Quaqtaq",60.97,-69.71,2004,10,28,"HBSC",NA,0.095672,0.586938,0.205799,0.072703,0.038887,NA,NA,NA,NA,NA,NA,17992,18139.1,-0.02513,NA,NA,NA
"S_20_00975","ddRADseq","SAMN36656366",NA,NA,"F",9,"SHS","Quaqtaq",60.97,-69.71,2004,10,22,"LGR",NA,0.088292,0.058525,0.137572,0.025447,0.690164,NA,NA,NA,NA,NA,NA,18445,17846.3,0.10507,NA,NA,NA
"S_20_00976","ddRADseq","SAMN36656367",NA,NA,"M",17,"SHS","Pointe_Naujaat",61.0194,-69.4622,2004,6,15,"HBSC",NA,0.118095,0.567626,0.268993,0.008995,0.036291,NA,NA,NA,NA,NA,NA,18502,18110.1,0.06731,NA,NA,NA
"S_20_00977","ddRADseq","SAMN36656368",NA,NA,"M",43,"SHS","Pointe_Naujaat",61.0194,-69.4622,2004,6,15,"HBSC",NA,0.007917,0.635408,0.337191,0.004917,0.014567,NA,NA,NA,NA,NA,NA,19380,19518.8,-0.02153,NA,NA,NA
"S_20_00978","ddRADseq","SAMN36656369",NA,NA,"F",NA,"SHS","Quaqtaq",60.97,-69.71,2004,10,13,"LGR",NA,0.044923,0.00001,0.097294,0.00001,0.857763,NA,NA,NA,NA,NA,NA,19053,18909.5,0.02322,NA,NA,NA
"S_20_00982","ddRADseq","SAMN36656370",NA,NA,"F",NA,"SHS","Kangiqsujuaq",61.867,-72.183,2003,6,18,"HBSC",NA,0.073078,0.501818,0.25973,0.033913,0.131461,NA,NA,NA,NA,NA,NA,18932,18977.1,-0.00724,NA,NA,NA
"S_20_00983","ddRADseq","SAMN36656371",NA,NA,"M",26,"SHS","Kangiqsujuaq",61.65166667,-71.9675,2003,6,29,"HBSC",NA,0.094467,0.526855,0.203243,0.098485,0.07695,NA,NA,NA,NA,NA,NA,19166,19077.3,0.01415,NA,NA,NA
"S_20_00987","ddRADseq","SAMN36656372",NA,NA,"M",20,"SHS","Ivujivik",62.418,-77.911,2004,7,2,"HBSC",NA,0.112659,0.531808,0.293705,0.037591,0.024237,NA,NA,NA,NA,NA,NA,18926,18520.4,0.06752,NA,NA,NA
"S_20_00988","ddRADseq","SAMN36656373",NA,NA,"F",17,"SHS","Ivujivik",62.418,-77.911,2004,7,7,"HBSC",NA,0.087571,0.502558,0.273587,0.010356,0.125929,NA,NA,NA,NA,NA,NA,18535,18446.4,0.01478,NA,NA,NA
"S_20_00989","ddRADseq","SAMN36656374",NA,NA,"M",9,"SHS","Quaqtaq",60.97,-69.71,2004,10,18,"LGR",NA,0.04137,0.126251,0.083725,0.039876,0.708779,NA,NA,NA,NA,NA,NA,18702,18886.5,-0.02983,NA,NA,NA
"S_20_00990","ddRADseq","SAMN36656375",NA,NA,"F",48,"SHS","Quaqtaq",60.97,-69.71,2004,10,18,"LGR",NA,0.010588,0.00001,0.00001,0.026032,0.96336,NA,NA,NA,NA,NA,NA,19324,19538.2,-0.0332,NA,NA,NA
"S_20_00991","ddRADseq","SAMN36656376",NA,NA,NA,NA,"SHS","Quaqtaq",60.97,-69.71,2004,10,18,"LGR",NA,0.07744,0.00001,0.029106,0.00001,0.893434,NA,NA,NA,NA,NA,NA,19226,18590.9,0.10459,NA,NA,NA
"S_20_00992","ddRADseq","SAMN36656377",NA,NA,"F",16,"SHS","Nuvuk",61.164,-69.639,2003,6,18,"HBSC",NA,0.106507,0.452195,0.33239,0.056139,0.052769,NA,NA,NA,NA,NA,NA,18345,17881.2,0.08097,NA,NA,NA
"S_20_00993","ddRADseq","SAMN36656378",NA,NA,"M",8,"SHS","Nuvuk",61.164,-69.639,2003,6,23,"HBSC",NA,0.116466,0.485263,0.351915,0.017048,0.029308,NA,NA,NA,NA,NA,NA,18537,18117.9,0.07197,NA,NA,NA
"S_20_00995","ddRADseq","SAMN36656379",NA,NA,"F",NA,"SHS","Pointe_Naujaat",61.04583333,-69.47305556,2003,6,17,"HBSC",NA,0.064516,0.550368,0.277976,0.052054,0.055086,NA,NA,NA,NA,NA,NA,18584,18382.4,0.03374,NA,NA,NA
"S_20_00996","ddRADseq","SAMN36656380",NA,NA,"F",9,"SHS","Pointe_Naujaat",61.04583333,-69.47305556,2003,6,16,"HBSC",NA,0.132622,0.445235,0.241703,0.051297,0.129143,NA,NA,NA,NA,NA,NA,17869,17331.2,0.09863,NA,NA,NA
"S_20_00999","ddRADseq","SAMN36656381",NA,NA,"F",26,"SHS","Pointe_Naujaat",61.01194444,-69.49888889,2003,6,17,"HBSC",NA,0.086912,0.563113,0.250472,0.030345,0.069158,NA,NA,NA,NA,NA,NA,17101,17679.3,-0.10226,NA,NA,NA
"S_20_01000","ddRADseq","SAMN36656382",NA,NA,"F",25,"SHS","Pointe_Naujaat",61.04583333,-69.47305556,2003,6,17,"HBSC",NA,0.062803,0.569471,0.248677,0.052728,0.06632,NA,NA,NA,NA,NA,NA,18675,18509.3,0.02765,NA,NA,NA
"S_20_01001","ddRADseq","SAMN36656383",NA,NA,"F",22,"SHS","Kangiqsujuaq",61.867,-72.183,2003,6,21,"HBSC",NA,0.030732,0.542416,0.333841,0.020436,0.072575,NA,NA,NA,NA,NA,NA,19112,19099.7,0.00195,NA,NA,NA
"S_20_01003","ddRADseq","SAMN36656385",NA,NA,"F",53,"SHS","Tupirvikallak",61.55027778,-71.70333333,2003,6,22,"HBSC",NA,0.073276,0.51383,0.280621,0.05669,0.075583,NA,NA,NA,NA,NA,NA,19305,19136.2,0.0268,NA,NA,NA
"S_20_01004","ddRADseq","SAMN36656386",NA,NA,"M",NA,"SHS","Baie_Kangituuq",62.37916667,-77.94027778,2003,6,8,"HBSC",NA,0.085824,0.504918,0.204436,0.098925,0.105897,NA,NA,NA,NA,NA,NA,17933,18348,-0.06988,NA,NA,NA
"S_20_01009","ddRADseq","SAMN36656387",NA,NA,"F",24,"SHS","Nuvuk",61.164,-69.639,2003,6,18,"HBSC",NA,0.005502,0.549573,0.257102,0.066817,0.121006,NA,NA,NA,NA,NA,NA,19200,19441.7,-0.0377,NA,NA,NA
"S_20_01010","ddRADseq","SAMN36656388",NA,NA,"F",16,"SHS","Nuvuk",61.164,-69.639,2003,6,15,"HBSC",NA,0.080979,0.575742,0.304681,0.008761,0.029837,NA,NA,NA,NA,NA,NA,19004,18962,0.00676,NA,NA,NA
"S_20_01016","ddRADseq","SAMN36656392",NA,NA,"F",14,"SHS","Camp_Imilimmiut",60.771,-69.418,2003,6,25,"HBSC",NA,0.017463,0.60185,0.243485,0.046997,0.090206,NA,NA,NA,NA,NA,NA,19381,19457.6,-0.01193,NA,NA,NA
"S_20_01017","ddRADseq","SAMN36656393",NA,NA,"M",NA,"SHS","Camp_Imilimmiut",60.771,-69.418,2003,6,25,"HBSC",NA,0.097745,0.560654,0.30338,0.021327,0.016895,NA,NA,NA,NA,NA,NA,19035,18720.8,0.05135,NA,NA,NA
"S_20_01020","ddRADseq","SAMN36656396",NA,NA,NA,25,"SHS","Camp_Imilimmiut",60.771,-69.418,2003,NA,NA,"HBSC",NA,0.033438,0.579787,0.271985,0.03041,0.084379,NA,NA,NA,NA,NA,NA,19232,19353.8,-0.01911,NA,NA,NA
"S_20_01023","ddRADseq","SAMN36656399",NA,NA,"F",16,"SHS","Quaqtaq",61.04638889,-69.63388889,2003,7,29,"HBSC",NA,0.092425,0.409775,0.377998,0.02543,0.094372,NA,NA,NA,NA,NA,NA,18522,18501.2,0.00347,NA,NA,NA
"S_20_01025","ddRADseq","SAMN36656400",NA,NA,"M",NA,"SHS","Quaqtaq",61.04638889,-69.63388889,2003,NA,NA,"HBSC",NA,0.065509,0.487126,0.268224,0.059587,0.119553,NA,NA,NA,NA,NA,NA,18871,18871.4,-0.00006,NA,NA,NA
"S_20_01026","ddRADseq","SAMN36656401",NA,NA,"M",19,"SHS","Camp_Imilimmiut",60.771,-69.418,2003,6,17,"HBSC",NA,0.055258,0.524106,0.324401,0.01629,0.079945,NA,NA,NA,NA,NA,NA,19101,19313,-0.03328,NA,NA,NA
"S_20_01028","ddRADseq","SAMN36656402",NA,NA,"M",22,"SHS","Kangiqsujuaq",NA,NA,2003,6,30,"HBSC",NA,0.030503,0.5359,0.237686,0.076508,0.119403,NA,NA,NA,NA,NA,NA,19135,19213.3,-0.01238,NA,NA,NA
"S_20_01083","ddRADseq","SAMN36656434",NA,NA,"M",NA,"SHS","Digges_Islands",62.6018,-77.83707,2001,10,22,"HBSC",NA,0.044132,0.539366,0.238854,0.056711,0.120937,NA,NA,NA,NA,NA,NA,19397,19545.7,-0.02302,NA,NA,NA
"S_20_01084","ddRADseq","SAMN36656435",NA,NA,"M",26,"SHS","Digges_Islands",62.59309,-77.82733,2001,10,17,"HBSC",NA,0.094184,0.491811,0.299837,0.037585,0.076583,NA,NA,NA,NA,NA,NA,18705,18550.3,0.02572,NA,NA,NA
"S_20_01086","ddRADseq","SAMN36656436",NA,NA,"M",20,"SHS","Digges_Islands",62.60062,-77.82511,2001,10,22,"HBSC",NA,0.064473,0.577025,0.215791,0.090465,0.052246,NA,NA,NA,NA,NA,NA,19159,19211.6,-0.00833,NA,NA,NA
"S_20_01087","ddRADseq","SAMN36656437",NA,NA,"M",20,"SHS","Digges_Islands",62.59988,-77.83279,2001,10,23,"HBSC",NA,0.028238,0.621624,0.236399,0.060861,0.052879,NA,NA,NA,NA,NA,NA,19429,19538.1,-0.01691,NA,NA,NA
"S_20_01088","ddRADseq","SAMN36656438",NA,NA,"F",10,"SHS","Digges_Islands",62.60638,-77.83043,2001,10,23,"HBSC",NA,0.057273,0.575144,0.287313,0.025656,0.054615,NA,NA,NA,NA,NA,NA,19201,19209.2,-0.0013,NA,NA,NA
"S_20_01090","ddRADseq","SAMN36656439",NA,NA,"F",8,"SHS","Nuvuk_Islands",62.39364,-78.08872,2001,10,21,"LGR",NA,0.069626,0.00001,0.00001,0.00001,0.930344,NA,NA,NA,NA,NA,NA,18165,17733.2,0.07589,NA,NA,NA
