"ID","Marker","BioSample.Accession","Mitogenome.accession","Mitochondrial.clade","Sex.qPCR","Age","Region","Location","Lat","Lon","Year","Month","Day","Membership.rad.all","Membership.wgs.all","Q1.rad.all","Q2.rad.all","Q3.rad.all","Q4.rad.all","Q5.rad.all","Q1.wgs.all","Q2.wgs.all","Q3.wgs.all","Q4.wgs.all","Q5.wgs.all","Q6.wgs.all","Q1.rad.hbsc","Q2.rad.hbsc","Q3.rad.hbsc","Q1.wgs.hbsc","Q2.wgs.hbsc","Q1.rad.jam","Q2.rad.jam","Q1.wgs.jam","Q2.wgs.jam","O.Hom.rad","E.Hom.rad","F.rad","O.Hom.wgs","E.Hom.wgs","F.wgs"
"S_20_01026","ddRADseq","SAMN36656401",NA,NA,"M",19,"SHS","Camp_Imilimmiut",60.771,-69.418,2003,6,17,"HBSC",NA,0.029224,0.559054,0.25475,0.033976,0.122996,NA,NA,NA,NA,NA,NA,0.826155,0.168795,0.005051,NA,NA,NA,NA,NA,NA,19101,19313,-0.03328,NA,NA,NA
"S_20_01028","ddRADseq","SAMN36656402",NA,NA,"M",22,"SHS","Kangiqsujuaq",NA,NA,2003,6,30,"HBSC",NA,0.009139,0.551995,0.253859,0.06603,0.118977,NA,NA,NA,NA,NA,NA,0.582833,0.19484,0.222327,NA,NA,NA,NA,NA,NA,19135,19213.3,-0.01238,NA,NA,NA
"S_20_01083","ddRADseq","SAMN36656434",NA,NA,"M",NA,"SHS","Digges_Islands",62.6018,-77.83707,2001,10,22,"HBSC",NA,0.022674,0.523276,0.296452,0.047461,0.110137,NA,NA,NA,NA,NA,NA,0.353548,0.126954,0.519498,NA,NA,NA,NA,NA,NA,19397,19545.7,-0.02302,NA,NA,NA
"S_20_01084","ddRADseq","SAMN36656435",NA,NA,"M",26,"SHS","Digges_Islands",62.59309,-77.82733,2001,10,17,"HBSC",NA,0.054948,0.510858,0.322081,0.026139,0.085974,NA,NA,NA,NA,NA,NA,0.687885,0.075316,0.236799,NA,NA,NA,NA,NA,NA,18705,18550.3,0.02572,NA,NA,NA
"S_20_01086","ddRADseq","SAMN36656436",NA,NA,"M",20,"SHS","Digges_Islands",62.60062,-77.82511,2001,10,22,"HBSC",NA,0.023885,0.557443,0.294405,0.079147,0.04512,NA,NA,NA,NA,NA,NA,0.381468,0.132564,0.485967,NA,NA,NA,NA,NA,NA,19159,19211.6,-0.00833,NA,NA,NA
"S_20_01087","ddRADseq","SAMN36656437",NA,NA,"M",20,"SHS","Digges_Islands",62.59988,-77.83279,2001,10,23,"HBSC",NA,0.01045,0.618876,0.275073,0.051137,0.044463,NA,NA,NA,NA,NA,NA,0.551681,0.084835,0.363485,NA,NA,NA,NA,NA,NA,19429,19538.1,-0.01691,NA,NA,NA
"S_20_01088","ddRADseq","SAMN36656438",NA,NA,"F",10,"SHS","Digges_Islands",62.60638,-77.83043,2001,10,23,"HBSC",NA,0.026396,0.568641,0.320587,0.012922,0.071453,NA,NA,NA,NA,NA,NA,0.669374,0.023838,0.306788,NA,NA,NA,NA,NA,NA,19201,19209.2,-0.0013,NA,NA,NA
"S_20_01090","ddRADseq","SAMN36656439",NA,NA,"F",8,"SHS","Nuvuk_Islands",62.39364,-78.08872,2001,10,21,"LGR",NA,0.001789,0.00001,0.034224,0.00001,0.963966,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18165,17733.2,0.07589,NA,NA,NA
"S_20_01091","ddRADseq","SAMN36656440",NA,NA,"F",11,"SHS","Nuvuk_Islands",62.39585,-78.09108,2001,10,21,"LGR",NA,0.020643,0.082914,0.192638,0.00001,0.703794,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18856,18266.4,0.09915,NA,NA,NA
"S_20_01092","ddRADseq","SAMN36656441",NA,NA,"M",16,"SHS","Digges_Islands",62.59914,-77.82851,2001,10,23,"HBSC",NA,0.033322,0.62724,0.167222,0.052615,0.119601,NA,NA,NA,NA,NA,NA,0.697399,0.118838,0.183762,NA,NA,NA,NA,NA,NA,18206,18884.4,-0.1096,NA,NA,NA
"S_20_01093","ddRADseq","SAMN36656442",NA,NA,"F",25,"SHS","Digges_Islands",62.59796,-77.83176,2001,10,23,"HBSC",NA,0.03504,0.576942,0.272675,0.019729,0.095615,NA,NA,NA,NA,NA,NA,0.619719,0.139042,0.24124,NA,NA,NA,NA,NA,NA,19418,19434.7,-0.0026,NA,NA,NA
"S_20_01094","ddRADseq","SAMN36656443",NA,NA,"M",21,"SHS","Digges_Islands",62.59412,-77.82954,2001,10,23,"HBSC",NA,0.030424,0.521616,0.358412,0.057041,0.032507,NA,NA,NA,NA,NA,NA,0.400427,0.095257,0.504316,NA,NA,NA,NA,NA,NA,18934,18960.2,-0.00423,NA,NA,NA
"S_20_01101","ddRADseq","SAMN36656449",NA,NA,"M",11,"SHS","Digges_Islands",62.55494,-77.84539,2001,10,20,"HBSC",NA,0.038495,0.442714,0.414082,0.036401,0.068308,NA,NA,NA,NA,NA,NA,0.612529,0.175784,0.211688,NA,NA,NA,NA,NA,NA,18278,17883.5,0.0688,NA,NA,NA
"S_20_01103","ddRADseq","SAMN36656450",NA,NA,"F",NA,"SHS","Digges_Islands",62.60357,-77.82157,2001,10,22,"LGR",NA,0.013627,0.126516,0.120629,0.024655,0.714573,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19366,19517,-0.02341,NA,NA,NA
"S_20_01105","ddRADseq","SAMN36656451",NA,NA,"F",14,"SHS","Digges_Islands",62.55376,-77.86089,2001,10,20,"HBSC",NA,0.040131,0.536365,0.29401,0.018617,0.110878,NA,NA,NA,NA,NA,NA,0.479469,0.164381,0.35615,NA,NA,NA,NA,NA,NA,18787,18450.1,0.05632,NA,NA,NA
"S_20_01106","ddRADseq","SAMN36656452",NA,NA,"M",NA,"SHS","Digges_Islands",62.56085,-77.86326,2001,10,20,"HBSC",NA,0.030512,0.630068,0.263263,0.013004,0.063152,NA,NA,NA,NA,NA,NA,0.713137,0.165435,0.121428,NA,NA,NA,NA,NA,NA,18831,18712.7,0.0194,NA,NA,NA
"S_20_01113","ddRADseq","SAMN36656454",NA,NA,"F",17,"SHS","Quaqtaq",60.97935,-69.73712,2001,10,24,"HBSC",NA,0.037194,0.531131,0.308473,0.075741,0.047462,NA,NA,NA,NA,NA,NA,0.314415,0.124264,0.561321,NA,NA,NA,NA,NA,NA,19064,18870.8,0.03135,NA,NA,NA
"S_20_01139","ddRADseq","SAMN36656462",NA,NA,"F",NA,"SHS","Ivujivik",62.418,-77.911,2015,11,2,"HBSC",NA,0.033697,0.556667,0.354891,0.00001,0.054735,NA,NA,NA,NA,NA,NA,0.527303,0.177671,0.295026,NA,NA,NA,NA,NA,NA,18847,18622,0.03701,NA,NA,NA
"S_20_01140","lcWGS","SAMN36656463","OQ554027","Clade D","M",19,"SHS","Salluit",NA,NA,2019,6,8,NA,"HBSC",NA,NA,NA,NA,NA,0.655318,0.020883,0.023623,0.09056,0.209606,0.00001,NA,NA,NA,0.367258,0.632742,NA,NA,NA,NA,NA,NA,NA,636137,623833.2,0.06658
"S_20_01149","lcWGS","SAMN36656467","OQ554028","Clade C","F",NA,"SHS","Quaqtaq",NA,NA,2019,6,15,NA,"HBSC",NA,NA,NA,NA,NA,0.526881,0.01918,0.012862,0.171837,0.243906,0.025334,NA,NA,NA,0.580339,0.419661,NA,NA,NA,NA,NA,NA,NA,626529,610855.6,0.08663
"S_20_01160","lcWGS","SAMN36656471","OQ554032","Clade D","M",NA,"SHS","Kangiqsujuaq",NA,NA,2019,11,6,NA,"HBSC",NA,NA,NA,NA,NA,0.534705,0.00001,0.01574,0.10946,0.263885,0.0762,NA,NA,NA,0.557129,0.442871,NA,NA,NA,NA,NA,NA,NA,633961,642962.1,-0.0474
"S_20_01162","lcWGS","SAMN36656472","OQ554033","Clade A","M",NA,"SHS","Kangiqsujuaq",NA,NA,2019,11,4,NA,"HBSC",NA,NA,NA,NA,NA,0.449948,0.003401,0.216187,0.084803,0.201965,0.043696,NA,NA,NA,0.480836,0.519164,NA,NA,NA,NA,NA,NA,NA,632877,637392.2,-0.02399
"S_20_01165","lcWGS","SAMN36656473","OQ554034","Clade A","M",NA,"SHS","Kangiqsujuaq",NA,NA,2019,11,6,NA,"HBSC",NA,NA,NA,NA,NA,0.519814,0.017061,0.024898,0.114449,0.275102,0.048675,NA,NA,NA,0.501639,0.498361,NA,NA,NA,NA,NA,NA,NA,636359,639934.2,-0.01891
"S_20_01169","lcWGS","SAMN36656474","OQ554035","Clade D","F",NA,"SHS","Quaqtaq",NA,NA,2020,11,9,NA,"HBSC",NA,NA,NA,NA,NA,0.519084,0.005714,0.031652,0.112766,0.263099,0.067685,NA,NA,NA,0.528454,0.471546,NA,NA,NA,NA,NA,NA,NA,636928,643792.6,-0.03613
"S_20_01181","lcWGS","SAMN36656480","OQ554041","Clade C","M",18,"SHS","Nuvuk",61.078,-69.553,2019,6,10,NA,"HBSC",NA,NA,NA,NA,NA,0.519164,0.00001,0.036317,0.089376,0.292233,0.0629,NA,NA,NA,0.450245,0.549755,NA,NA,NA,NA,NA,NA,NA,598724,652671,-0.28053
"S_20_01182","lcWGS","SAMN36656481","OQ554042","Clade D","F",36,"SHS","Nuvuk",61.078,-69.553,2019,6,11,NA,"HBSC",NA,NA,NA,NA,NA,0.568974,0.039304,0.006351,0.087549,0.256544,0.041278,NA,NA,NA,0.566941,0.433059,NA,NA,NA,NA,NA,NA,NA,604104,585199.6,0.10856
"S_20_01644","lcWGS","SAMN36656595","OQ554145","Clade C",NA,16,"SHS","Nuvuk",61.078,-69.553,2019,6,10,NA,"HBSC",NA,NA,NA,NA,NA,0.584201,0.008275,0.015642,0.094134,0.268022,0.029725,NA,NA,NA,0.496754,0.503246,NA,NA,NA,NA,NA,NA,NA,636613,643958.1,-0.03865
"S_20_01680","lcWGS","SAMN36656596","OQ554146","Clade C","M",12,"SHS","Nuvuk",61.078,-69.553,2019,6,9,NA,"HBSC",NA,NA,NA,NA,NA,0.527798,0.024402,0.020512,0.130509,0.255617,0.041162,NA,NA,NA,0.561739,0.438261,NA,NA,NA,NA,NA,NA,NA,635709,630060.5,0.0303
"S_20_01699","lcWGS","SAMN36656597","OQ554147","Clade D","M",15,"SHS","Nuvuk",61.078,-69.553,2019,6,9,NA,"HBSC",NA,NA,NA,NA,NA,0.571146,0.031384,0.018316,0.089463,0.258577,0.031114,NA,NA,NA,0.509544,0.490456,NA,NA,NA,NA,NA,NA,NA,636352,629862.5,0.03483
"S_20_01705","lcWGS","SAMN36656598","OQ554148","Clade D","M",NA,"SHS","Sugluk_Island",NA,NA,2019,6,8,NA,"HBSC",NA,NA,NA,NA,NA,0.590317,0.016325,0.064812,0.054299,0.252816,0.021431,NA,NA,NA,0.335516,0.664484,NA,NA,NA,NA,NA,NA,NA,635353,632417.1,0.01569
"S_20_01726","lcWGS","SAMN36656603","OQ554149","Clade A","M",NA,"SHS","Ivujivik",NA,NA,2019,7,2,NA,"LGR",NA,NA,NA,NA,NA,0.00001,0.00001,0.00001,0.00001,0.99995,0.00001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,637855,642472.7,-0.02436
"S_20_01743","lcWGS","SAMN36656607","OQ554153","Clade D","M",NA,"SHS","Quaqtaq",NA,NA,2020,7,1,NA,"HBSC",NA,NA,NA,NA,NA,0.575445,0.021448,0.028587,0.079549,0.258507,0.036464,NA,NA,NA,0.527912,0.472088,NA,NA,NA,NA,NA,NA,NA,633329,628973.2,0.02342
"S_20_01750","lcWGS","SAMN36656609","OQ554155","Clade D","F",NA,"SHS","Ivujivik",NA,NA,2019,7,6,NA,"HBSC",NA,NA,NA,NA,NA,0.458744,0.00001,0.023634,0.166423,0.284308,0.066881,NA,NA,NA,0.607013,0.392987,NA,NA,NA,NA,NA,NA,NA,632247,640437.3,-0.04331
"S_20_01754","lcWGS","SAMN36656610","OQ554156","Clade A","M",NA,"SHS","Quaqtaq",NA,NA,2020,11,9,NA,"LGR",NA,NA,NA,NA,NA,0.00001,0.00001,0.00001,0.00001,0.99995,0.00001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,637055,643546.9,-0.03418
"S_20_01866","ddRADseq","SAMN36656639",NA,NA,"M",20,"SHS","Baie_Kangiararjuk",61.56166,-71.6525,1994,10,19,"HBSC",NA,0.042021,0.599314,0.19694,0.06991,0.091815,NA,NA,NA,NA,NA,NA,0.70663,0.143508,0.149862,NA,NA,NA,NA,NA,NA,19229,19532,-0.04697,NA,NA,NA
"S_20_01882","ddRADseq","SAMN36656644",NA,NA,"M",38,"SHS","Kangirsuapik",61.867,-72.183,1994,10,17,"HBSC",NA,0.018126,0.587349,0.280419,0.047717,0.066389,NA,NA,NA,NA,NA,NA,0.675967,0.125654,0.19838,NA,NA,NA,NA,NA,NA,19305,19490.7,-0.02886,NA,NA,NA
"S_20_01883","Both","SAMN36656645","OQ554173","Clade D","M",29,"SHS","Kangirsuapik",61.867,-72.183,1994,10,17,"HBSC","HBSC",0.016866,0.667324,0.248194,0.046317,0.021298,0.557508,0.004806,0.003707,0.108599,0.25062,0.07476,0.720238,0.057943,0.221819,0.55402,0.44598,NA,NA,NA,NA,19398,19520.7,-0.01902,638895,644398.6,-0.02893
"S_20_01899","ddRADseq","SAMN36656648",NA,NA,"M",NA,"SHS","Wales_Island",61.867,-72.183,1999,7,5,"HBSC",NA,0.005369,0.541229,0.295764,0.070753,0.086885,NA,NA,NA,NA,NA,NA,0.744787,0.081507,0.173706,NA,NA,NA,NA,NA,NA,19381,19529.1,-0.02296,NA,NA,NA
"S_20_01900","ddRADseq","SAMN36656649",NA,NA,"M",NA,"SHS","Tupirvikallak",61.59722222,-71.7,1999,6,18,"HBSC",NA,0.026541,0.458009,0.364462,0.050205,0.100784,NA,NA,NA,NA,NA,NA,0.656868,0.080409,0.262723,NA,NA,NA,NA,NA,NA,19143,18927.4,0.03481,NA,NA,NA
"S_20_01920","ddRADseq","SAMN36656652",NA,NA,"M",28,"SHS","Ivujivik",62.09166667,-78.01388889,1999,6,25,"HBSC",NA,0.019136,0.545316,0.214055,0.035644,0.185848,NA,NA,NA,NA,NA,NA,0.678209,0.11674,0.205051,NA,NA,NA,NA,NA,NA,19226,19500.5,-0.04263,NA,NA,NA
"S_20_01935","Both","SAMN36656654","OQ554175","Clade D","M",NA,"SHS","Baie_Kangiararjuk",61.55277778,-71.80555556,1999,7,6,"HBSC","HBSC",0.020389,0.582427,0.28545,0.025104,0.086629,0.626128,0.018807,0.002057,0.072485,0.240453,0.04007,0.672784,0.082902,0.244314,0.99999,0.00001,NA,NA,NA,NA,19404,19526.5,-0.01899,634816,624550.3,0.05549
"S_20_01944","ddRADseq","SAMN36656658",NA,NA,"F",26,"SHS","Quaqtaq",60.96133,-69.71401,2001,10,19,"LGR",NA,0.00001,0.002883,0.00001,0.00001,0.997087,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19465,19521.4,-0.00875,NA,NA,NA
"S_20_01947","ddRADseq","SAMN36656659",NA,NA,"F",27,"SHS","Quaqtaq",60.96956,-69.7289,2001,10,22,"HBSC",NA,0.018048,0.58327,0.212307,0.046084,0.140292,NA,NA,NA,NA,NA,NA,0.561575,0.166978,0.271448,NA,NA,NA,NA,NA,NA,19088,19316.1,-0.0358,NA,NA,NA
"S_20_01949","ddRADseq","SAMN36656661",NA,NA,"M",20,"SHS","Quaqtaq",61.00913,-69.70774,2001,10,22,"HBSC",NA,0.061063,0.450086,0.453599,0.00001,0.035242,NA,NA,NA,NA,NA,NA,0.508195,0.063319,0.428486,NA,NA,NA,NA,NA,NA,17544,16953.4,0.11098,NA,NA,NA
"S_20_01968","lcWGS","SAMN36656662","OQ554176","Clade D","M",NA,"SHS",NA,NA,NA,2010,NA,NA,NA,"HBSC",NA,NA,NA,NA,NA,0.541935,0.025954,0.011768,0.114153,0.266573,0.039618,NA,NA,NA,0.616127,0.383873,NA,NA,NA,NA,NA,NA,NA,634936,631058.8,0.02075
"S_20_01998","lcWGS","SAMN36656666","OQ554177","Clade D","F",21,"SHS","Quaqtaq",61.077,-69.553,2013,6,24,NA,"HBSC",NA,NA,NA,NA,NA,0.586257,0.00001,0.00553,0.111594,0.292539,0.004071,NA,NA,NA,0.557201,0.442799,NA,NA,NA,NA,NA,NA,NA,631948,630482.9,0.00784
"S_20_02016","lcWGS","SAMN36656667","OQ554178","Clade D","F",22,"SHS","Pointe_Akulivik",61.777,-72.206,2013,7,1,NA,"HBSC",NA,NA,NA,NA,NA,0.547979,0.013938,0.024735,0.107364,0.262892,0.043092,NA,NA,NA,0.488343,0.511657,NA,NA,NA,NA,NA,NA,NA,635456,635506.7,-0.00027
"S_20_02022","lcWGS","SAMN36656668","OQ554179","Clade D","F",23,"SHS","Ivujivik",62.417,-77.911,2013,10,20,NA,"LGR",NA,NA,NA,NA,NA,0.00001,0.00001,0.00001,0.00001,0.99995,0.00001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,633108,626510.5,0.03556
"S_20_02024","lcWGS","SAMN36656669","OQ554180","Clade D","M",NA,"SHS","Fairway_Island",62.433,-78.032,2013,10,25,NA,"HBSC",NA,NA,NA,NA,NA,0.629551,0.029715,0.05356,0.069047,0.218116,0.00001,NA,NA,NA,0.324063,0.675937,NA,NA,NA,NA,NA,NA,NA,629817,610931.1,0.10431
"S_20_02138","lcWGS","SAMN36656682","OQ554181","Clade D","M",NA,"SHS","Quaqtaq",61.0463,-69.6339,2002,11,3,NA,"HBSC",NA,NA,NA,NA,NA,0.549297,0.006876,0.015007,0.125779,0.265099,0.037942,NA,NA,NA,0.486886,0.513114,NA,NA,NA,NA,NA,NA,NA,634035,632436.3,0.00855
"S_20_02239","ddRADseq","SAMN36656691",NA,NA,"F",NA,"SHS","Island_Naujaaraarjuq",60.554,-69.659,2015,6,26,"HBSC",NA,0.024237,0.596423,0.273417,0.02793,0.077994,NA,NA,NA,NA,NA,NA,0.669479,0.168434,0.162087,NA,NA,NA,NA,NA,NA,19394,19516.4,-0.01899,NA,NA,NA
"S_20_02240","ddRADseq","SAMN36656692",NA,NA,"F",NA,"SHS","Island_Naujaaraarjuq",60.554,-69.659,2015,6,27,"HBSC",NA,0.049331,0.601074,0.193218,0.046564,0.109813,NA,NA,NA,NA,NA,NA,0.66262,0.180383,0.156996,NA,NA,NA,NA,NA,NA,19006,19066.4,-0.00966,NA,NA,NA
"S_20_02242","ddRADseq","SAMN36656693",NA,NA,"F",NA,"SHS","Island_Naujaaraarjuq",60.554,-69.659,2015,6,27,"HBSC",NA,0.02996,0.622636,0.204918,0.039242,0.103245,NA,NA,NA,NA,NA,NA,0.879871,0.070712,0.049417,NA,NA,NA,NA,NA,NA,19456,19537.8,-0.01267,NA,NA,NA
"S_20_02252","ddRADseq","SAMN36656695",NA,NA,"F",NA,"SHS","Pointe_Arvavik",60.533,-69.748,2015,6,23,"HBSC",NA,0.032594,0.605571,0.177661,0.052846,0.131328,NA,NA,NA,NA,NA,NA,0.634167,0.218882,0.146951,NA,NA,NA,NA,NA,NA,19124,19338.6,-0.0337,NA,NA,NA
"S_20_02254","ddRADseq","SAMN36656696",NA,NA,"F",NA,"SHS","Island_Naujaaraarjuq",60.554,-69.659,2015,6,23,"HBSC",NA,0.015416,0.58222,0.241687,0.048083,0.112595,NA,NA,NA,NA,NA,NA,0.56545,0.237037,0.197513,NA,NA,NA,NA,NA,NA,19184,19471.9,-0.0448,NA,NA,NA
"S_20_02285","ddRADseq","SAMN36656703",NA,NA,"M",NA,"SHS","Pointe_Naujaat",61.0194,-69.4622,2004,6,15,"HBSC",NA,0.014424,0.633261,0.195078,0.072142,0.085096,NA,NA,NA,NA,NA,NA,0.711453,0.026609,0.261938,NA,NA,NA,NA,NA,NA,19262,19451.5,-0.02952,NA,NA,NA
"S_20_02317","lcWGS","SAMN36656705","OQ554183","Clade A","M",NA,"SHS","Kangiqsujuaq",NA,NA,2000,6,26,NA,"HBSC",NA,NA,NA,NA,NA,0.583509,0.031121,0.014501,0.134342,0.227834,0.008693,NA,NA,NA,0.529227,0.470773,NA,NA,NA,NA,NA,NA,NA,606030,581933.5,0.13859
"S_20_02328","lcWGS","SAMN36656706","OQ554184","Clade D","M",28,"SHS","Salluit",62.1,-75.514,2000,7,6,NA,"HBSC",NA,NA,NA,NA,NA,0.483535,0.018472,0.00001,0.158622,0.283971,0.055391,NA,NA,NA,0.99999,0.00001,NA,NA,NA,NA,NA,NA,NA,637407,625042.2,0.06671
"S_20_02329","lcWGS","SAMN36656707","OQ554185","Clade D","M",23,"SHS",NA,NA,NA,2000,7,6,NA,"HBSC",NA,NA,NA,NA,NA,0.503977,0.003317,0.00492,0.148993,0.287912,0.05088,NA,NA,NA,0.99999,0.00001,NA,NA,NA,NA,NA,NA,NA,632441,627732.9,0.02533
"S_20_02537","Both","SAMN36656732","OQ554187","Clade D","F",38,"SHS","Camp_Imilimmiut",60.817,-69.436,2004,7,7,"HBSC","HBSC",0.029769,0.691994,0.112643,0.07788,0.087714,0.543212,0.034575,0.025368,0.1176,0.263188,0.016058,0.917663,0.082327,0.00001,0.578612,0.421388,NA,NA,NA,NA,19282,19446.6,-0.02565,620067,608890.6,0.06185
"S_20_02539","Both","SAMN36656733","OQ554188","Clade D","F",5,"SHS","Camp_Imilimmiut",60.817,-69.436,2004,7,7,"HBSC","HBSC",0.005623,0.5648,0.25159,0.070798,0.107189,0.582541,0.009365,0.00001,0.106915,0.283321,0.017847,0.633967,0.13225,0.233783,0.594406,0.405594,NA,NA,NA,NA,18979,18886.5,0.015,615655,599947.2,0.08769
"S_20_02540","ddRADseq","SAMN36656734",NA,NA,"F",4,"SHS","Camp_Imilimmiut",60.817,-69.436,2004,7,7,"HBSC",NA,0.030445,0.522757,0.340829,0.06949,0.03648,NA,NA,NA,NA,NA,NA,0.230989,0.130169,0.638842,NA,NA,NA,NA,NA,NA,19014,19030.2,-0.0026,NA,NA,NA
"S_20_02719","lcWGS","SAMN36656750","OQ554189","Clade D","F",41,"SHS","Nuvuk",61.164,-69.639,2007,6,22,NA,"HBSC",NA,NA,NA,NA,NA,0.621828,0.019772,0.024989,0.0724,0.252221,0.00879,NA,NA,NA,0.550448,0.449552,NA,NA,NA,NA,NA,NA,NA,640256,629829.1,0.05594
"S_20_02755","lcWGS","SAMN36656754","OQ554190","Clade D","M",28,"SHS","Kangiqsujuaq",61.598,-71.96,2007,6,7,NA,"HBSC",NA,NA,NA,NA,NA,0.584193,0.01667,0.026639,0.099475,0.248618,0.024404,NA,NA,NA,0.605229,0.394771,NA,NA,NA,NA,NA,NA,NA,632967,616639.8,0.08925
"S_20_02799","lcWGS","SAMN36656756","OQ554191","Clade D","M",13,"SHS","Camp_Imilimmiut",NA,NA,2009,6,26,NA,"HBSC",NA,NA,NA,NA,NA,0.590793,0.014628,0.021575,0.080897,0.256057,0.03605,NA,NA,NA,0.525328,0.474672,NA,NA,NA,NA,NA,NA,NA,624674,613402.7,0.06176
"S_20_02925","lcWGS","SAMN36656772","OQ554196","Clade D","F",NA,"SHS","Quaqtaq",NA,NA,2018,7,10,NA,"HBSC",NA,NA,NA,NA,NA,0.609091,0.008773,0.049051,0.058514,0.254447,0.020124,NA,NA,NA,0.386956,0.613044,NA,NA,NA,NA,NA,NA,NA,628811,636320,-0.0399
"S_20_02927","lcWGS","SAMN36656773","OQ554197","Clade C","F",NA,"SHS","Nuvuk",NA,NA,2018,7,8,NA,"HBSC",NA,NA,NA,NA,NA,0.624516,0.036312,0.022353,0.093693,0.209553,0.013573,NA,NA,NA,0.392408,0.607592,NA,NA,NA,NA,NA,NA,NA,584542,568725.9,0.09233
"S_20_02952","lcWGS","SAMN36656774","OQ554198","Clade D","M",NA,"SHS","Kangiqsujuaq",61.598,-71.96,2018,7,15,NA,"HBSC",NA,NA,NA,NA,NA,0.63455,0.017653,0.002838,0.060593,0.231418,0.052949,NA,NA,NA,0.460065,0.539935,NA,NA,NA,NA,NA,NA,NA,620822,613755.5,0.03869
"S_20_03257","lcWGS","SAMN36656832","OQ554202","Clade D","F",25,"SHS","Salluit_Fjord",62.22,-75.673,2005,6,20,NA,"HBSC",NA,NA,NA,NA,NA,0.561484,0.039572,0.00001,0.151191,0.234831,0.012911,NA,NA,NA,0.607674,0.392326,NA,NA,NA,NA,NA,NA,NA,628384,617653,0.05863
"S_20_03385","lcWGS","SAMN36656840","OQ554203","Clade D","M",NA,"SHS","Ivujivik",NA,NA,2018,11,1,NA,"HBSC",NA,NA,NA,NA,NA,0.544985,0.022237,0.00001,0.134421,0.277253,0.021094,NA,NA,NA,0.575016,0.424984,NA,NA,NA,NA,NA,NA,NA,625454,611165.9,0.07876
"S_20_03396","lcWGS","SAMN36656841","OQ554204","Clade D","F",NA,"SHS","Ivujivik",NA,NA,2018,11,1,NA,"HBSC",NA,NA,NA,NA,NA,0.629062,0.015863,0.026179,0.078719,0.224424,0.025753,NA,NA,NA,0.258932,0.741068,NA,NA,NA,NA,NA,NA,NA,613489,602780.2,0.05965
"S_20_03438","lcWGS","SAMN36656847","OQ554210","Clade D","F",26,"SHS","Kangiqsujuaq",61.59805,-71.96027,1995,7,12,NA,"HBSC",NA,NA,NA,NA,NA,0.496942,0.00001,0.031521,0.131815,0.280824,0.058888,NA,NA,NA,0.559959,0.440041,NA,NA,NA,NA,NA,NA,NA,633246,640416.8,-0.0379
"S_20_03439","lcWGS","SAMN36656848","OQ554211","Clade D","F",12,"SHS","Tupirvikallak",61.54555556,-71.71638889,1995,7,5,NA,"HBSC",NA,NA,NA,NA,NA,0.507228,0.005445,0.016104,0.105885,0.307769,0.057567,NA,NA,NA,0.569631,0.430369,NA,NA,NA,NA,NA,NA,NA,634257,631965.5,0.01226
"S_20_03440","lcWGS","SAMN36656849","OQ554212","Clade D","F",17,"SHS","Kangiqsujuaq",61.59805,-71.96027,1995,7,10,NA,"HBSC",NA,NA,NA,NA,NA,0.484888,0.010479,0.01748,0.160075,0.274394,0.052683,NA,NA,NA,0.578136,0.421864,NA,NA,NA,NA,NA,NA,NA,631871,632833.6,-0.00514
"S_20_03551","lcWGS","SAMN36656897","OQ554240","Clade D","M",NA,"SHS","Quaqtaq",NA,NA,2017,11,22,NA,"HBSC",NA,NA,NA,NA,NA,0.597049,0.005948,0.013257,0.083217,0.264093,0.036437,NA,NA,NA,0.564614,0.435386,NA,NA,NA,NA,NA,NA,NA,635657,639749.6,-0.02166
"S_20_00860","ddRADseq","SAMN36656302",NA,NA,"M",NA,"NEH","Akulivik",60.81233,-78.4709,2001,10,9,"HBSC",NA,0.030619,0.60476,0.299636,0.064975,0.00001,NA,NA,NA,NA,NA,NA,0.710303,0.079547,0.21015,NA,NA,NA,NA,NA,NA,19094,18863.1,0.03748,NA,NA,NA
"S_20_00861_rep","ddRADseq","SAMN36656303",NA,NA,"M",NA,"NEH","Akulivik",60.81343,-78.48848,2001,10,9,"HBSC",NA,0.014527,0.536396,0.257751,0.062228,0.129098,NA,NA,NA,NA,NA,NA,0.582949,0.241067,0.175983,NA,NA,NA,NA,NA,NA,19419,19542.9,-0.01918,NA,NA,NA
"S_20_01019","Both","SAMN36656395","OQ554016","Clade D","M",NA,"NEH","Puvirnituq",60.02888889,-77.44305556,2003,9,18,"HBSC","HBSC",0.021207,0.604845,0.228314,0.019351,0.126284,0.5403,0.025374,0.018885,0.132088,0.251842,0.031511,0.797804,0.202186,0.00001,0.552295,0.447705,NA,NA,NA,NA,19388,19477.4,-0.0139,611036,592138,0.10706
