"ID","Marker","BioSample.Accession","Mitogenome.accession","Mitochondrial.clade","Sex.qPCR","Age","Region","Location","Lat","Lon","Year","Month","Day","Membership.rad.all","Membership.wgs.all","Q1.rad.all","Q2.rad.all","Q3.rad.all","Q4.rad.all","Q5.rad.all","Q1.wgs.all","Q2.wgs.all","Q3.wgs.all","Q4.wgs.all","Q5.wgs.all","Q6.wgs.all","Q1.rad.hbsc","Q2.rad.hbsc","Q3.rad.hbsc","Q1.wgs.hbsc","Q2.wgs.hbsc","Q1.rad.jam","Q2.rad.jam","Q1.wgs.jam","Q2.wgs.jam","O.Hom.rad","E.Hom.rad","F.rad","O.Hom.wgs","E.Hom.wgs","F.wgs"
"S_20_01174","lcWGS","SAMN36656475","OQ554036","Clade D","F",NA,"SEH","Kuujjuarapik",NA,NA,2020,10,3,NA,"HBSC",NA,NA,NA,NA,NA,0.654306,0.009226,0.053612,0.020118,0.219273,0.043465,NA,NA,NA,0.165742,0.834258,NA,NA,NA,NA,NA,NA,NA,636610,636402.7,0.0011
"S_20_01175","lcWGS","SAMN36656476","OQ554037","Clade C","F",NA,"SEH","Kuujjuarapik",NA,NA,2019,10,12,NA,"JAM-BEL",NA,NA,NA,NA,NA,0.00001,0.00001,0.99995,0.00001,0.00001,0.00001,NA,NA,NA,NA,NA,NA,NA,0.00001,0.99999,NA,NA,NA,643222,645847.9,-0.01378
"S_20_01210","ddRADseq","SAMN36656482",NA,NA,"F",NA,"SEH","Inukjuak",NA,NA,2017,7,2,"HBSC",NA,0.059446,0.579887,0.203979,0.080915,0.075773,NA,NA,NA,NA,NA,NA,0.337631,0.287209,0.37516,NA,NA,NA,NA,NA,NA,19185,19122.1,0.01002,NA,NA,NA
"S_20_01211","ddRADseq","SAMN36656483",NA,NA,"M",NA,"SEH","Kuujjuarapik",NA,NA,2018,8,3,"HBSC",NA,0.041942,0.624627,0.125248,0.070398,0.137785,NA,NA,NA,NA,NA,NA,0.48263,0.227207,0.290163,NA,NA,NA,NA,NA,NA,19421,19515.9,-0.01473,NA,NA,NA
"S_20_01618","ddRADseq","SAMN36656579",NA,NA,"M",NA,"SEH","Umiujaq",56.44,-76.56,2007,7,1,"HBSC",NA,0.053103,0.631482,0.106533,0.075009,0.133873,NA,NA,NA,NA,NA,NA,0.386423,0.392208,0.221369,NA,NA,NA,NA,NA,NA,19330,19497.9,-0.02609,NA,NA,NA
"S_20_01620","ddRADseq","SAMN36656580",NA,NA,"M",NA,"SEH","Inukjuak",NA,NA,2010,7,4,"HBSC",NA,0.024859,0.530902,0.279805,0.041651,0.122783,NA,NA,NA,NA,NA,NA,0.595235,0.158213,0.246552,NA,NA,NA,NA,NA,NA,19204,19348.8,-0.0227,NA,NA,NA
"S_20_01621","ddRADseq","SAMN36656581",NA,NA,"F",NA,"SEH","Inukjuak",57.06,-76.665,1997,8,4,"HBSC",NA,0.013448,0.559022,0.262285,0.103977,0.061269,NA,NA,NA,NA,NA,NA,0.578719,0.152692,0.268589,NA,NA,NA,NA,NA,NA,19306,19341.9,-0.00563,NA,NA,NA
"S_20_01622","ddRADseq","SAMN36656582",NA,NA,"F",NA,"SEH","Kuujjuarapik",55.763,-77.19,2017,7,24,"LGR",NA,0.017763,0.087429,0.040423,0.038768,0.815618,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19499,19503.4,-0.00068,NA,NA,NA
"S_20_01623","ddRADseq","SAMN36656583",NA,NA,"F",NA,"SEH","Kuujjuarapik",55.28055,-77.7533,1994,7,25,"LGR",NA,0.01029,0.022011,0.090191,0.022452,0.855056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19464,19533.4,-0.01076,NA,NA,NA
"S_20_01624","ddRADseq","SAMN36656584",NA,NA,"F",NA,"SEH","Lac_Tasiujaq",NA,NA,1995,7,14,"HBSC",NA,0.026295,0.67168,0.023854,0.105027,0.173144,NA,NA,NA,NA,NA,NA,0.152278,0.747406,0.100316,NA,NA,NA,NA,NA,NA,19261,19527.7,-0.04134,NA,NA,NA
"S_20_01626","ddRADseq","SAMN36656585",NA,NA,"M",NA,"SEH","Lac_Tasiujaq",56.11,-76.3,2008,7,9,"HBSC",NA,0.007857,0.6126,0.140071,0.061795,0.177676,NA,NA,NA,NA,NA,NA,0.509823,0.281899,0.208279,NA,NA,NA,NA,NA,NA,19422,19377.2,0.007,NA,NA,NA
"S_20_01628","ddRADseq","SAMN36656586",NA,NA,"F",NA,"SEH","Inukjuak",NA,NA,2007,7,2,"HBSC",NA,0.025859,0.713588,0.15477,0.054427,0.051356,NA,NA,NA,NA,NA,NA,0.465465,0.302489,0.232047,NA,NA,NA,NA,NA,NA,19135,19328.5,-0.0304,NA,NA,NA
"S_20_01629","ddRADseq","SAMN36656587",NA,NA,"F",NA,"SEH","Lac_Tasiujaq",56.11,-76.3,2009,7,25,"HBSC",NA,0.05363,0.752837,0.00001,0.064032,0.129491,NA,NA,NA,NA,NA,NA,0.00001,0.99998,0.00001,NA,NA,NA,NA,NA,NA,19491,19544.9,-0.00834,NA,NA,NA
"S_20_01630","ddRADseq","SAMN36656588",NA,NA,"F",NA,"SEH","Lac_Tasiujaq",56.11,-76.3,2009,7,21,"HBSC",NA,0.003245,0.600075,0.160062,0.106101,0.130517,NA,NA,NA,NA,NA,NA,0.239194,0.502356,0.25845,NA,NA,NA,NA,NA,NA,19275,19450.4,-0.02734,NA,NA,NA
"S_20_01632","ddRADseq","SAMN36656589",NA,NA,"F",NA,"SEH","Kuujjuarapik",55.264,-77.778,2015,7,23,"LGR",NA,0.00001,0.00001,0.00001,0.00001,0.99996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19009,19103.8,-0.0151,NA,NA,NA
"S_20_01635","ddRADseq","SAMN36656590",NA,NA,"F",NA,"SEH","Umiujaq",56.136,-75.956,2017,7,18,"HBSC",NA,0.031028,0.418257,0.363829,0.101137,0.085749,NA,NA,NA,NA,NA,NA,0.339349,0.090564,0.570087,NA,NA,NA,NA,NA,NA,17450,17051,0.07378,NA,NA,NA
"S_20_01636","ddRADseq","SAMN36656591",NA,NA,"M",NA,"SEH","Baie_Kilualuk",56.14,-75.96,2008,7,10,"HBSC",NA,0.025799,0.497797,0.40266,0.00001,0.073733,NA,NA,NA,NA,NA,NA,0.367719,0.261741,0.37054,NA,NA,NA,NA,NA,NA,18697,18350.8,0.05853,NA,NA,NA
"S_20_01637","ddRADseq","SAMN36656592",NA,NA,"M",NA,"SEH","Umiujaq",56.44,-76.56,2008,7,10,"HBSC",NA,0.022545,0.655491,0.128213,0.06916,0.124592,NA,NA,NA,NA,NA,NA,0.400725,0.396751,0.202524,NA,NA,NA,NA,NA,NA,18954,19281.4,-0.05159,NA,NA,NA
"S_20_01638","ddRADseq","SAMN36656593",NA,NA,"F",NA,"SEH","Baie_Kilualuk",56.136,-75.956,2007,8,8,"HBSC",NA,0.035166,0.81417,0.00001,0.040717,0.109937,NA,NA,NA,NA,NA,NA,0.00001,0.99998,0.00001,NA,NA,NA,NA,NA,NA,19331,19522.8,-0.02976,NA,NA,NA
"S_20_01639","ddRADseq","SAMN36656594",NA,NA,"M",NA,"SEH","Kuujjuarapik",55.264,-77.778,2015,7,10,"LGR",NA,0.00001,0.00001,0.00001,0.00001,0.99996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19517,19539.1,-0.00342,NA,NA,NA
"S_20_01706","ddRADseq","SAMN36656599",NA,NA,"F",NA,"SEH","Lac_Tasiujaq",56.11,-76.3,2009,7,7,"HBSC",NA,0.032871,0.582331,0.217045,0.096079,0.071674,NA,NA,NA,NA,NA,NA,0.330573,0.328122,0.341305,NA,NA,NA,NA,NA,NA,19287,19461.7,-0.02722,NA,NA,NA
"S_20_01707","ddRADseq","SAMN36656600",NA,NA,"M",NA,"SEH","Baie_Kilualuk",56.136,-75.956,2007,8,5,"HBSC",NA,0.014818,0.584734,0.181203,0.090171,0.129074,NA,NA,NA,NA,NA,NA,0.171257,0.51368,0.315062,NA,NA,NA,NA,NA,NA,19047,18952.5,0.01519,NA,NA,NA
"S_20_01708","ddRADseq","SAMN36656601",NA,NA,"F",NA,"SEH","Baie_Kilualuk",56.136,-75.956,2007,8,8,"HBSC",NA,0.037679,0.782608,0.00001,0.056982,0.12272,NA,NA,NA,NA,NA,NA,0.00001,0.99998,0.00001,NA,NA,NA,NA,NA,NA,19299,19471.6,-0.02684,NA,NA,NA
"S_20_01709","ddRADseq","SAMN36656602",NA,NA,"M",NA,"SEH","Lac_Tasiujaq",56.11,-76.3,2009,7,7,"HBSC",NA,0.062149,0.628235,0.123331,0.073088,0.113198,NA,NA,NA,NA,NA,NA,0.00001,0.99998,0.00001,NA,NA,NA,NA,NA,NA,19440,19042.4,0.0637,NA,NA,NA
"S_20_01727","lcWGS","SAMN36656604","OQ554150","Clade D","M",NA,"SEH","Kuujjuarapik",NA,NA,2019,9,25,NA,"HBSC",NA,NA,NA,NA,NA,0.34547,0.00001,0.317399,0.094686,0.197102,0.045333,NA,NA,NA,0.429052,0.570948,NA,NA,NA,NA,NA,NA,NA,581137,644032.7,-0.33098
"S_20_01734","lcWGS","SAMN36656605","OQ554151","Clade D","F",NA,"SEH","Kuujjuarapik",NA,NA,2020,10,4,NA,"HBSC",NA,NA,NA,NA,NA,0.99091,0.00905,0.00001,0.00001,0.00001,0.00001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,631683,640926.3,-0.04888
"S_20_01736","lcWGS","SAMN36656606","OQ554152","Clade C","F",NA,"SEH","Kuujjuarapik",NA,NA,2019,10,12,NA,"JAM-BEL",NA,NA,NA,NA,NA,0.00001,0.00001,0.99995,0.00001,0.00001,0.00001,NA,NA,NA,NA,NA,NA,NA,0.00001,0.99999,NA,NA,NA,633610,648872.1,-0.07978
"S_20_01744","lcWGS","SAMN36656608","OQ554154","Clade D","F",NA,"SEH","Kuujjuarapik",NA,NA,2020,10,3,NA,"HBSC",NA,NA,NA,NA,NA,0.596691,0.008193,0.063468,0.057473,0.240408,0.033767,NA,NA,NA,0.204361,0.795639,NA,NA,NA,NA,NA,NA,NA,633545,644234.6,-0.05624
"S_20_01765","Both","SAMN36656614","OQ554160","Clade A","F",27,"SEH","Nastapoka_River",56.91,-76.54416667,1994,8,NA,"HBSC","HBSC",0.035561,0.616232,0.206503,0.082031,0.059672,0.499124,0.008803,0.065511,0.085452,0.298866,0.042243,0.506801,0.237177,0.256022,0.435855,0.564145,NA,NA,NA,NA,19227,19542.2,-0.04881,638563,643431.3,-0.02563
"S_20_01784","Both","SAMN36656626","OQ554167","Clade A","M",11,"SEH","Nastapoka_River",56.91,-76.54416667,1994,8,NA,"HBSC","HBSC",0.005373,0.546464,0.220884,0.086756,0.140523,0.528075,0.00001,0.03975,0.106458,0.272549,0.053157,0.424155,0.255887,0.319958,0.46584,0.53416,NA,NA,NA,NA,19214,19550.8,-0.05215,633465,645840.8,-0.06491
"S_20_01791","ddRADseq","SAMN36656630",NA,NA,NA,8,"SEH","Nastapoka_River",56.91,-76.54416667,1994,8,NA,"HBSC",NA,0.052721,0.529002,0.225738,0.071084,0.121456,NA,NA,NA,NA,NA,NA,0.460957,0.257874,0.281168,NA,NA,NA,NA,NA,NA,19252,19425.5,-0.02706,NA,NA,NA
"S_20_01792","ddRADseq","SAMN36656631",NA,NA,"F",9,"SEH","Nastapoka_River",56.91,-76.54416667,1994,8,NA,"HBSC",NA,0.044165,0.651144,0.132863,0.056249,0.115579,NA,NA,NA,NA,NA,NA,0.241856,0.627493,0.130652,NA,NA,NA,NA,NA,NA,19262,19332.1,-0.01101,NA,NA,NA
"S_20_01801","ddRADseq","SAMN36656634",NA,NA,"M",NA,"SEH","Nastapoka_Sound",57.06536,-76.56481,2001,8,7,"HBSC",NA,0.026231,0.567354,0.250882,0.044124,0.111409,NA,NA,NA,NA,NA,NA,0.474306,0.28954,0.236154,NA,NA,NA,NA,NA,NA,19175,19449,-0.0427,NA,NA,NA
"S_20_01803","ddRADseq","SAMN36656635",NA,NA,"M",16,"SEH","Nastapoka_Sound",57.35624,-76.67351,2001,8,3,"HBSC",NA,0.042454,0.584903,0.226757,0.044417,0.101469,NA,NA,NA,NA,NA,NA,0.429783,0.383762,0.186456,NA,NA,NA,NA,NA,NA,19196,19200.2,-0.00066,NA,NA,NA
"S_20_01863","ddRADseq","SAMN36656636",NA,NA,"F",NA,"SEH","Kuujjuarapik",NA,NA,1990,NA,NA,"HBSC",NA,0.014283,0.648345,0.245498,0.053904,0.037971,NA,NA,NA,NA,NA,NA,0.618861,0.105756,0.275384,NA,NA,NA,NA,NA,NA,19348,19540.3,-0.02979,NA,NA,NA
"S_20_01864","ddRADseq","SAMN36656637",NA,NA,"F",21,"SEH","Kuujjuarapik",55.28055,-77.7533,1994,7,25,"LGR",NA,0.011575,0.042223,0.00001,0.00001,0.946182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19448,19528.7,-0.01252,NA,NA,NA
"S_20_01865","Both","SAMN36656638","OQ554171","Clade A","M",NA,"SEH","Kuujjuarapik",NA,NA,1990,NA,NA,"LGR","LGR",0.00001,0.061772,0.070951,0.066013,0.801254,0.00001,0.00001,0.00001,0.00001,0.99995,0.00001,NA,NA,NA,NA,NA,NA,NA,NA,NA,19455,19516.7,-0.00958,639115,644575.7,-0.0287
"S_20_01867","lcWGS","SAMN36656640","OQ554172","Clade A","F",18,"SEH","Nastapoka_River",56.91,-76.54416667,1994,8,16,NA,"HBSC",NA,NA,NA,NA,NA,0.552542,0.015464,0.016872,0.107362,0.289927,0.017832,NA,NA,NA,0.47088,0.52912,NA,NA,NA,NA,NA,NA,NA,636436,628465.2,0.04285
"S_20_01873","ddRADseq","SAMN36656641",NA,NA,"F",NA,"SEH","Kuujjuarapik",NA,NA,1993,NA,NA,"HBSC",NA,0.052405,0.502855,0.348167,0.085029,0.011544,NA,NA,NA,NA,NA,NA,0.344475,0.041647,0.613878,NA,NA,NA,NA,NA,NA,19299,19244.9,0.00855,NA,NA,NA
"S_20_01889","lcWGS","SAMN36656646","OQ554174","Clade D","M",7,"SEH",NA,NA,NA,1995,8,9,NA,"LGR",NA,NA,NA,NA,NA,0.00001,0.00001,0.00001,0.00001,0.99995,0.00001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,640185,642025.9,-0.00971
"S_20_01948","ddRADseq","SAMN36656660",NA,NA,"F",11,"SEH","Kuujjuarapik",55.28052,-77.79491,2001,6,13,"LGR",NA,0.00001,0.056147,0.00001,0.00001,0.943823,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19562,19525.1,0.00573,NA,NA,NA
"S_20_02083","ddRADseq","SAMN36656674",NA,NA,"M",NA,"SEH","Island_Anderson",56.305,-76.69,2017,6,22,"HBSC",NA,0.065014,0.517539,0.261194,0.083013,0.07324,NA,NA,NA,NA,NA,NA,0.421619,0.253287,0.325094,NA,NA,NA,NA,NA,NA,18757,18443,0.05241,NA,NA,NA
"S_20_02104","ddRADseq","SAMN36656678",NA,NA,"F",NA,"SEH","Kuujjuarapik",NA,NA,2018,7,7,"HBSC",NA,0.029014,0.588025,0.246917,0.060278,0.075766,NA,NA,NA,NA,NA,NA,0.362805,0.406759,0.230436,NA,NA,NA,NA,NA,NA,19405,19507.5,-0.01592,NA,NA,NA
"S_20_02173","ddRADseq","SAMN36656683",NA,NA,"F",NA,"SEH","Umiujaq",56.614,-76.611,2002,6,18,"HBSC",NA,0.034149,0.601083,0.170475,0.080175,0.114118,NA,NA,NA,NA,NA,NA,0.446099,0.285622,0.268278,NA,NA,NA,NA,NA,NA,19236,19408.4,-0.02695,NA,NA,NA
"S_20_02174","ddRADseq","SAMN36656684",NA,NA,"F",NA,"SEH","Little_Whale_River_Qilalugarsiuviup_Kuunga",56,-76.666,2002,7,20,"LGR",NA,0.014274,0.075577,0.024202,0.043376,0.842572,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19523,19540.4,-0.0027,NA,NA,NA
"S_20_02175","lcWGS","SAMN36656685","OQ554182","Clade D","M",NA,"SEH","Little_Whale_River_Qilalugarsiuviup_Kuunga",56,-76.666,2002,7,28,NA,"LGR",NA,NA,NA,NA,NA,0.00001,0.00001,0.00001,0.00001,0.99995,0.00001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,646197,642590.4,0.01901
"S_20_02177","ddRADseq","SAMN36656686",NA,NA,"M",NA,"SEH","Little_Whale_River_Qilalugarsiuviup_Kuunga",56,-76.666,2002,7,28,"LGR",NA,0.00001,0.00001,0.012286,0.00001,0.987684,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19365,19440.5,-0.01176,NA,NA,NA
"S_20_02178","ddRADseq","SAMN36656687",NA,NA,"M",NA,"SEH","Little_Whale_River_Qilalugarsiuviup_Kuunga",56,-76.666,2002,7,24,"LGR",NA,0.019422,0.046544,0.110911,0.01663,0.806493,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19178,19144,0.00541,NA,NA,NA
"S_20_02179","ddRADseq","SAMN36656688",NA,NA,"M",NA,"SEH","Little_Whale_River_Qilalugarsiuviup_Kuunga",56,-76.666,2002,7,24,"LGR",NA,0.00001,0.103893,0.073454,0.030791,0.791852,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19279,19470.8,-0.02986,NA,NA,NA
"S_20_02180","ddRADseq","SAMN36656689",NA,NA,"M",NA,"SEH","Little_Whale_River_Qilalugarsiuviup_Kuunga",56,-76.666,2002,7,19,"LGR",NA,0.00001,0.00001,0.00001,0.00001,0.99996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19400,19546.7,-0.02271,NA,NA,NA
"S_20_02249","ddRADseq","SAMN36656694",NA,NA,"M",NA,"SEH","Pointe_Pilavvik",55.259,-77.822,2015,6,12,"JAM-BEL",NA,0.014176,0.040986,0.00001,0.883446,0.061383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.99999,0.00001,NA,NA,19658,19486.3,0.02671,NA,NA,NA
"S_20_02340","lcWGS","SAMN36656708","OQ554186","Clade A",NA,23,"SEH","Nastapoka_River",56.91,-76.54416667,2000,8,5,NA,"HBSC",NA,NA,NA,NA,NA,0.489257,0.033685,0.042753,0.119881,0.285013,0.029411,NA,NA,NA,0.509203,0.490797,NA,NA,NA,NA,NA,NA,NA,638385,633943.4,0.02373
"S_20_02375","ddRADseq","SAMN36656719",NA,NA,"F",NA,"SEH","Inukjuak",NA,NA,2018,6,23,"HBSC",NA,0.00001,0.544952,0.203597,0.103984,0.147457,NA,NA,NA,NA,NA,NA,0.330112,0.29746,0.372428,NA,NA,NA,NA,NA,NA,19204,19146.6,0.00911,NA,NA,NA
"S_20_02659","ddRADseq","SAMN36656746",NA,NA,"M",NA,"SEH","Lac_Tasiujaq",56.301,-76.339,2015,NA,NA,"HBSC",NA,0.02775,0.561678,0.300376,0.063033,0.047163,NA,NA,NA,NA,NA,NA,0.407595,0.273176,0.319229,NA,NA,NA,NA,NA,NA,19112,19060.9,0.00816,NA,NA,NA
"S_20_02664","ddRADseq","SAMN36656747",NA,NA,NA,NA,"SEH","Umiujaq",56.44,-76.56,2007,7,16,"HBSC",NA,0.003191,0.562087,0.33386,0.027806,0.073056,NA,NA,NA,NA,NA,NA,0.588094,0.118767,0.293139,NA,NA,NA,NA,NA,NA,19181,18947.1,0.03759,NA,NA,NA
"S_20_02767","ddRADseq","SAMN36656755",NA,NA,"M",NA,"SEH","Little_Whale_River_Qilalugarsiuviup_Kuunga",56,-76.833,2009,7,22,"LGR",NA,0.00001,0.00001,0.00001,0.00001,0.99996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19351,19417.8,-0.01043,NA,NA,NA
"S_20_02848","ddRADseq","SAMN36656759",NA,NA,"M",26,"SEH","Inukjuak",58.274,-78.102,2007,8,11,"HBSC",NA,0.023443,0.611579,0.161716,0.08482,0.118442,NA,NA,NA,NA,NA,NA,0.352905,0.300218,0.346876,NA,NA,NA,NA,NA,NA,19361,19544.4,-0.0284,NA,NA,NA
"S_20_02849","ddRADseq","SAMN36656760",NA,NA,"M",NA,"SEH","Baie_Kilualuk",56.136,-75.956,2007,7,24,"HBSC",NA,0.023356,0.559863,0.239857,0.07645,0.100474,NA,NA,NA,NA,NA,NA,0.340318,0.424444,0.235238,NA,NA,NA,NA,NA,NA,18818,18861.4,-0.00704,NA,NA,NA
"S_20_02863","lcWGS","SAMN36656761","OQ554192","Clade A","F",NA,"SEH","Kuujjuarapik",55.267901,-77.795199,2015,NA,NA,NA,"LGR",NA,NA,NA,NA,NA,0.00001,0.00001,0.00001,0.00001,0.99995,0.00001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,636298,632767.9,0.01884
"S_20_02865","lcWGS","SAMN36656762","OQ554193","Clade A","F",NA,"SEH","Kuujjuarapik",55.267901,-77.795199,2015,NA,NA,NA,"LGR",NA,NA,NA,NA,NA,0.00001,0.00001,0.00001,0.00001,0.99995,0.00001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,640135,640988.2,-0.00451
"S_20_02866","lcWGS","SAMN36656763","OQ554194","Clade A","F",NA,"SEH","Kuujjuarapik",55.267901,-77.795199,2015,NA,NA,NA,"LGR",NA,NA,NA,NA,NA,0.00001,0.00001,0.00001,0.00001,0.99995,0.00001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,640950,642917.2,-0.01036
"S_20_02890","lcWGS","SAMN36656765","OQ554195","Clade C","M",NA,"SEH","Kuujjuarapik",NA,NA,2020,10,3,NA,"JAM-BEL",NA,NA,NA,NA,NA,0.00001,0.00001,0.988244,0.00001,0.011715,0.000012,NA,NA,NA,NA,NA,NA,NA,0.474464,0.525536,NA,NA,NA,639506,648495.5,-0.047
"S_20_02957","ddRADseq","SAMN36656775",NA,NA,"M",11,"SEH","Little_Whale_River_Qilalugarsiuviup_Kuunga",55.89111111,-76.89416667,1998,8,5,"HBSC",NA,0.046979,0.607609,0.19551,0.00001,0.149892,NA,NA,NA,NA,NA,NA,0.684762,0.162008,0.153229,NA,NA,NA,NA,NA,NA,19380,19537.3,-0.02437,NA,NA,NA
"S_20_02958","ddRADseq","SAMN36656776",NA,NA,"F",17,"SEH","Nastapoka_River",56.91,-76.54416667,1998,8,9,"HBSC",NA,0.030246,0.785482,0.022689,0.057346,0.104237,NA,NA,NA,NA,NA,NA,0.00001,0.99998,0.00001,NA,NA,NA,NA,NA,NA,19272,19337.5,-0.01028,NA,NA,NA
"S_20_02959","ddRADseq","SAMN36656777",NA,NA,"M",20,"SEH","Kuujjuarapik",55.26666667,-77.8,1998,8,11,"LGR",NA,0.011102,0.091643,0.064261,0.00001,0.832984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19262,19383.4,-0.01899,NA,NA,NA
"S_20_02961","ddRADseq","SAMN36656778",NA,NA,"M",25,"SEH","Little_Whale_River_Qilalugarsiuviup_Kuunga",55.89111111,-76.89416667,1998,8,5,"HBSC",NA,0.00716,0.744644,0.070541,0.058564,0.119091,NA,NA,NA,NA,NA,NA,0.190202,0.755745,0.054053,NA,NA,NA,NA,NA,NA,19299,19371.7,-0.01138,NA,NA,NA
"S_20_02963","ddRADseq","SAMN36656779",NA,NA,"M",6,"SEH","Nastapoka_Sound",57,-76.64166667,1999,8,3,"HBSC",NA,0.00001,0.62906,0.211502,0.086672,0.072757,NA,NA,NA,NA,NA,NA,0.444134,0.381033,0.174833,NA,NA,NA,NA,NA,NA,19331,19508.6,-0.02758,NA,NA,NA
"S_20_02964","ddRADseq","SAMN36656780",NA,NA,"F",3,"SEH","Nastapoka_Sound",57,-76.64166667,1999,8,3,"HBSC",NA,0.050452,0.592378,0.169773,0.113539,0.073858,NA,NA,NA,NA,NA,NA,0.283102,0.273284,0.443613,NA,NA,NA,NA,NA,NA,19271,19262.5,0.00133,NA,NA,NA
"S_20_02965","ddRADseq","SAMN36656781",NA,NA,"F",24,"SEH","Nastapoka_Sound",57,-76.64166667,1999,8,3,"HBSC",NA,0.042852,0.768756,0.044723,0.051832,0.091838,NA,NA,NA,NA,NA,NA,0.00001,0.99998,0.00001,NA,NA,NA,NA,NA,NA,19081,18925.7,0.02515,NA,NA,NA
"S_20_02966","ddRADseq","SAMN36656782",NA,NA,"M",14,"SEH","Nastapoka_Sound",57,-76.64166667,1999,8,3,"HBSC",NA,0.016228,0.62477,0.197559,0.042572,0.118872,NA,NA,NA,NA,NA,NA,0.515296,0.277728,0.206976,NA,NA,NA,NA,NA,NA,19077,19320.5,-0.03825,NA,NA,NA
"S_20_03001","ddRADseq","SAMN36656783",NA,NA,"F",13,"SEH","Kuujjuarapik",55.26666667,-77.8,1998,8,NA,"LGR",NA,0.016616,0.00001,0.072653,0.010367,0.900353,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19293,19329.5,-0.0057,NA,NA,NA
"S_20_03026","ddRADseq","SAMN36656784",NA,NA,"F",30,"SEH","Little_Whale_River_Qilalugarsiuviup_Kuunga",56.0141,-76.7547,2001,8,1,"LGR",NA,0.022788,0.07053,0.046848,0.011483,0.848351,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19484,19542.7,-0.00909,NA,NA,NA
"S_20_03027","ddRADseq","SAMN36656785",NA,NA,"M",17,"SEH","Little_Whale_River_Qilalugarsiuviup_Kuunga",56.01079,-76.76466,2001,8,4,"LGR",NA,0.03186,0.030849,0.00001,0.00001,0.93727,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19614,19516.7,0.0151,NA,NA,NA
"S_20_03028","ddRADseq","SAMN36656786",NA,NA,"M",21,"SEH","Little_Whale_River_Qilalugarsiuviup_Kuunga",56.01079,-76.75897,2001,8,4,"LGR",NA,0.002273,0.00001,0.00001,0.00001,0.997697,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19409,19443.4,-0.00536,NA,NA,NA
"S_20_03033","ddRADseq","SAMN36656787",NA,NA,"F",18,"SEH","Nastapoka_Sound",57.05811,-76.56104,2001,8,1,"HBSC",NA,0.020307,0.598852,0.199144,0.089905,0.091791,NA,NA,NA,NA,NA,NA,0.389569,0.230683,0.379747,NA,NA,NA,NA,NA,NA,19553,19526.5,0.0041,NA,NA,NA
"S_20_03034","ddRADseq","SAMN36656788",NA,NA,"M",26,"SEH","Nastapoka_Sound",57.34984,-76.66321,2001,8,3,"HBSC",NA,0.034561,0.598439,0.229778,0.02594,0.111282,NA,NA,NA,NA,NA,NA,0.588347,0.197154,0.214499,NA,NA,NA,NA,NA,NA,19327,19516.8,-0.02946,NA,NA,NA
"S_20_03035","ddRADseq","SAMN36656789",NA,NA,"M",18,"SEH","Nastapoka_Sound",57.34037,-76.66627,2001,8,3,"HBSC",NA,0.024136,0.604915,0.246777,0.056511,0.067661,NA,NA,NA,NA,NA,NA,0.565938,0.192123,0.241939,NA,NA,NA,NA,NA,NA,19338,19481.2,-0.02227,NA,NA,NA
