SampleID,ind,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,Region,Harvest Region,Season
S_20_01390,210.NHB.2001.BELUGA.ADN_20_04881.S_20_01390.dl.n_s.bam,-0.010476,-0.0265469,0.0114631,0.00346315,-0.0398385,0.0345749,0.00837461,0.0157461,0.0602539,0.00951489,0.0230669,-0.0619847,-0.0264419,-0.0448745,-0.0123202,0.0191167,-0.0185042,0.0371464,-0.0475638,0.0313665,Western Hudson Bay,NHB,Summer
S_20_01391,201.NHB.2001.BELUGA.ADN_20_04872.S_20_01391.dl.n_s.bam,-0.00520079,-0.0159982,-0.0606334,0.00681582,0.0139924,-0.00127223,0.0182289,-0.00840386,0.0116481,0.0125161,-0.0035296,-0.0217946,-0.0102676,-0.00747171,0.0143924,0.015136,0.00498848,0.0167642,-0.0423572,0.0243865,Western Hudson Bay,NHB,Summer
S_20_01392,211.NHB.2001.BELUGA.ADN_20_04873.S_20_01392.dl.n_s.bam,-0.0122424,-0.0233179,0.0149943,0.00804062,-0.0152605,0.0226173,0.00688659,0.0457178,0.0342177,-0.0457788,0.00316509,-0.00540005,0.0080115,-0.0164603,0.0437026,0.00755048,-0.00132138,0.0125585,-0.0245097,0.0397958,Western Hudson Bay,NHB,Summer
S_20_01393,212.NHB.2001.BELUGA.ADN_20_04874.S_20_01393.dl.n_s.bam,-0.014276,-0.0240043,0.00185667,0.00690153,-0.0229556,0.0223877,0.00358631,0.0233003,0.0474327,-0.0227348,-0.015272,-0.0573947,-0.0147035,0.0309343,0.130501,0.183442,-0.0591181,-0.00712974,0.0475831,-0.0201751,Western Hudson Bay,NHB,Summer
S_20_01394,214.NHB.2001.BELUGA.ADN_20_04876.S_20_01394.dl.n_s.bam,-0.0148586,-0.0240737,0.0365963,-0.00636972,-0.0227883,0.00232667,-0.00210926,-0.0169996,-0.0534024,0.00946093,-0.00606919,0.0337916,0.00518274,-0.0209832,-0.0489141,0.00434406,0.103736,-0.00797689,0.12267,0.0786596,Western Hudson Bay,NHB,Summer
S_20_01413,216.NHB.2001.BELUGA.ADN_20_04867.S_20_01413.dl.n_s.bam,-0.0115365,-0.0253765,0.0110201,0.00162652,-0.0213521,0.0313655,0.00542074,0.0161921,0.0579696,-0.011511,-0.007464,-0.0157408,-0.0122074,0.000351258,0.023212,-0.0102738,0.0137534,0.00320112,-0.015231,-0.0189158,Western Hudson Bay,NHB,Summer
S_20_01414,213.NHB.2001.BELUGA.ADN_20_04869.S_20_01414.dl.n_s.bam,-0.00940292,-0.0232492,0.0338517,-0.0119266,-0.0184698,0.0204935,-0.0054067,-0.0437749,-0.023777,0.0380808,-0.00530464,0.0217832,-0.0117932,-0.00166002,-0.0529458,-0.00720382,0.0764098,0.0026343,0.0759764,0.051784,Western Hudson Bay,NHB,Summer
S_20_01415,219.NHB.2001.BELUGA.ADN_20_04870.S_20_01415.dl.n_s.bam,-0.00735343,-0.0260432,0.0193012,-0.00319976,-0.0355428,0.033531,-0.00354772,7.41E-05,0.0371461,0.00229985,0.00368647,-0.0020845,-0.00992347,0.000607697,-0.0184045,-0.0216696,0.0220577,0.0207995,-0.0130457,-0.00015863,Western Hudson Bay,NHB,Summer
S_20_01480,217.NHB.2001.BELUGA.ADN_20_04898.S_20_01480.dl.n_s.bam,-0.0100201,-0.0253041,0.0316153,-0.0096053,-0.00936082,-0.0154924,-0.00417317,0.00950113,-0.0462881,-0.00257594,0.0241262,0.0161372,0.0330125,0.0125461,-0.0231906,-0.0226931,0.112195,0.0195736,0.106399,0.0833649,Western Hudson Bay,NHB,Summer
S_20_03497,215.NHB.2001.BELUGA.ADN_20_05970.S_20_03497.dl.n_s.bam,-0.00749334,-0.0219569,0.031563,-0.014325,-0.037588,0.0458694,-0.0118159,-0.00214255,0.0161948,0.0611857,0.0280205,0.0354725,0.00664785,-0.0157208,-0.0237075,-0.019566,0.0297153,0.0211316,0.00298287,0.024663,Western Hudson Bay,NHB,Summer
S_20_04103,13.REB.1995.BELUGA.ADN_20_05504.S_20_04103.dl.n_s.bam,-0.0159214,-0.0256286,0.0355537,0.000470966,-0.0173626,-0.016873,0.00507856,0.0335417,-0.033907,-0.0426223,0.0254488,0.0251909,0.00734826,-0.0131113,0.00345712,-0.0419512,0.0490806,0.0139293,0.0598275,0.0487869,Western Hudson Bay,NHB,Summer
S_20_04108,14.REB.1997.BELUGA.ADN_20_05509.S_20_04108.dl.n_s.bam,-0.01249,-0.0315393,0.0558034,-0.0300147,-0.0520328,0.0516988,-0.0162346,0.0516023,-0.0144605,0.188181,0.285797,0.554782,0.020146,0.064121,0.115321,0.110409,-0.0875095,-0.0528806,-0.0499935,-0.0853125,Western Hudson Bay,NHB,Summer
S_20_04123,11.REB.2006.BELUGA.ADN_20_05524.S_20_04123.dl.n_s.bam,-0.0099639,-0.0216634,0.0139568,0.00459731,-0.020329,0.0204956,-0.00082209,0.0133285,0.0416824,-0.0230014,-0.00226151,-0.0141663,-0.00703113,-0.0186353,0.0118802,0.0202087,0.0247479,0.0228916,-0.0247383,0.00115569,Western Hudson Bay,NHB,Summer
S_20_00944,195.NHB.1996.BELUGA.ADN_20_01523.S_20_00944.dl.n_s.bam,-0.00240747,-0.00693165,0.0219614,-0.00400383,-0.0117754,0.0160238,-0.0202842,-0.0932041,-0.0434838,0.0860736,-0.0509522,-0.00823548,-0.0387089,0.0157716,-0.0149533,0.00733954,0.0374611,-0.0340921,0.00525847,0.0217215,Western Hudson Bay,NHB,Fall
S_20_00948,196.NHB.1996.BELUGA.ADN_20_01527.S_20_00948.dl.n_s.bam,-0.00978105,-0.00670854,0.0200067,-0.00636203,-0.00806772,0.0165939,-0.0287311,-0.0825384,-0.0469653,0.0839144,-0.045889,-0.00950864,-0.0427584,0.0279698,-0.000699482,0.0310763,0.0545098,-0.0592002,0.00336301,0.0166824,Western Hudson Bay,NHB,Fall
S_20_04111,10.REB.1997.BELUGA.ADN_20_05512.S_20_04111.dl.n_s.bam,-0.0146412,-0.0241556,0.0358498,-0.00803429,-0.0256047,-0.0179961,-0.00169418,0.0188662,-0.0339447,-0.039223,0.029887,0.00562714,0.01011,-0.0434265,-0.0105141,-0.017818,0.0213216,-0.00161375,0.0437615,0.0897882,Western Hudson Bay,NHB,Fall
S_20_04130,12.REB.2015.BELUGA.ADN_20_05531.S_20_04130.dl.n_s.bam,-0.00805026,-0.0182193,0.0272213,-0.0181108,-0.0139696,0.00524908,0.00211972,-0.0506531,-0.0338636,0.0581461,-0.00465493,0.0154682,-0.0153329,-0.0139401,-0.0264849,-0.00370796,0.101257,0.0181833,0.10061,0.0639616,Western Hudson Bay,NHB,Fall
S_20_01337,222.NHS.2009.BELUGA.ADN_20_04798.S_20_01337.dl.n_s.bam,-0.0141043,-0.0253572,0.019164,-0.00119609,-0.0496004,0.0491437,0.00441346,0.0636458,0.0647122,-0.040965,0.00887428,-0.00539559,-0.00617132,-0.0539144,-0.0857403,-0.0912328,-0.138571,-0.107926,0.0540279,-0.102671,North Hudson Strait,NHS,Spring
S_20_01339,221.NHS.2009.BELUGA.ADN_20_04800.S_20_01339.dl.n_s.bam,-0.00931501,-0.0271456,0.0296462,0.0138525,-0.0489642,0.0733217,-0.00820999,0.0449299,0.0956563,-0.013262,-0.0168712,-0.0295836,-0.0127749,-0.0811789,-0.175606,-0.147484,-0.278859,-0.206246,0.105824,-0.195186,North Hudson Strait,NHS,Spring
S_20_01386,230.NHS.2008.BELUGA.ADN_20_05016.S_20_01386.dl.n_s.bam,-0.00290733,-0.0213846,0.0236314,-0.00577435,-0.0324166,0.0434799,-0.00964772,-0.0354621,0.028579,0.0626662,-0.0146976,-0.0222623,-0.0163096,0.00435256,-0.0335971,-0.0164367,-0.0185164,0.00493018,0.00426408,-1.75E-05,North Hudson Strait,NHS,Spring
S_20_01463,234.NHS.1996.BELUGA.ADN_20_04910.S_20_01463.dl.n_s.bam,-0.0132551,-0.0255764,0.0307947,0.00239979,-0.044136,0.0435818,0.0091861,0.0465042,0.0660291,-0.0407816,0.0239344,-0.0150151,0.0137482,0.00211128,-0.051221,-0.024532,-0.0506301,-0.0312499,0.0195215,-0.0172833,North Hudson Strait,NHS,Spring
S_20_01453,223.NHS.1993.BELUGA.ADN_20_04900.S_20_01453.dl.n_s.bam,-0.00866686,-0.0242008,0.0228865,-0.00320596,-0.0319349,0.0272232,0.00711962,0.0478836,0.0413777,-0.0344035,0.0150825,0.0146555,0.0171896,-0.0109079,-0.0297247,-0.0292554,-0.0273073,0.00250159,0.0153407,-0.0110683,North Hudson Strait,NHS,Summer
S_20_01528,231.NHS.1989.BELUGA.ADN_20_05001.S_20_01528.dl.n_s.bam,-0.0140605,-0.0217833,0.0183336,0.00667218,-0.0121176,-0.00270431,0.011044,0.064261,0.0304592,-0.100148,0.0135868,0.00458012,0.0176043,0.00491291,0.0658,0.0101218,0.0849511,0.0207759,-0.0351304,-0.0172481,North Hudson Strait,NHS,Summer
S_20_01278,225.NHS.1993.BELUGA.ADN_20_04674.S_20_01278.dl.n_s.bam,-0.00635238,-0.0255058,0.0262628,0.00111615,-0.032759,0.0368523,-0.0107236,-0.00173947,0.0403618,0.015293,0.00487643,0.001342,0.00905211,0.00863589,-0.0304485,-0.0233687,0.0193565,0.0100318,-0.0304982,0.00908938,North Hudson Strait,NHS,Fall
S_20_01346,238.NHS.2002.BELUGA.ADN_20_04793.S_20_01346.dl.n_s.bam,-0.00970323,-0.0241914,0.0147654,-0.000554361,-0.033515,0.0450771,-0.00413844,0.0273674,0.0420163,-0.00610592,0.0160044,-0.0237045,-0.016379,-0.00668328,-0.0242351,-0.0452417,-0.0102163,-0.038308,-0.0231918,-0.0348969,North Hudson Strait,NHS,Fall
S_20_01350,236.NHS.2001.BELUGA.ADN_20_04781.S_20_01350.dl.n_s.bam,-0.0155416,-0.0280221,0.0199462,-0.0051555,-0.0182011,0.00602024,0.0110371,0.0662628,0.035802,-0.0666738,0.00675053,0.0132025,0.0310951,0.00892539,-0.00177756,-0.00425144,0.00575887,-0.0126492,-0.0608057,-0.0104928,North Hudson Strait,NHS,Fall
S_20_01355,237.NHS.2001.BELUGA.ADN_20_04786.S_20_01355.dl.n_s.bam,-0.00523134,-0.0238498,0.025914,-0.00337309,-0.0269005,0.0342662,-0.00896813,-0.03834,0.0012603,0.0497921,-0.00458566,-0.00806771,-0.01496,0.00345694,-0.0232744,-0.00809412,0.0257186,0.00893422,-0.0401256,0.00111262,North Hudson Strait,NHS,Fall
S_20_01357,229.NHS.2001.BELUGA.ADN_20_04788.S_20_01357.dl.n_s.bam,-0.0121718,-0.0320544,0.0263733,-0.000648463,-0.0303439,0.0499735,0.00189938,0.0377632,0.0542346,-0.00293015,-0.00195144,-0.0115536,-0.00374901,-0.0199438,-0.0255859,-0.0168827,-0.0128288,-0.0130151,0.00425635,-0.0193186,North Hudson Strait,NHS,Fall
S_20_01482,224.NHS.1991.BELUGA.ADN_20_04945.S_20_01482.dl.n_s.bam,-0.0114456,-0.0303946,0.0313303,0.00457965,-0.0462997,0.05119,-0.00234312,0.0439384,0.0667976,-0.0283555,0.0211202,-0.015382,0.000308373,-0.0389353,-0.0435732,-0.0144192,-0.0629596,-0.0608735,0.0108672,-0.0472221,North Hudson Strait,NHS,Fall
S_20_01486,227.NHS.1994.BELUGA.ADN_20_04952.S_20_01486.dl.n_s.bam,-0.0111222,-0.028918,0.0210525,-0.00138649,-0.0391086,0.041716,-0.00132219,0.0252191,0.0684736,0.0153471,-0.0102998,-0.0276729,-0.00725158,-0.0263538,-0.0253827,-0.00640259,-0.0162778,-0.0236751,0.0171758,-0.00169093,North Hudson Strait,NHS,Fall
S_20_01487,232.NHS.1994.BELUGA.ADN_20_04953.S_20_01487.dl.n_s.bam,-0.0152206,-0.0309746,0.0285081,-0.00285986,-0.0415696,0.0319025,-0.00231924,0.0814812,0.0606094,-0.0703126,0.0291136,0.00106606,-0.00637653,-0.0372292,-0.0620035,-0.0606572,-0.156086,-0.113778,0.00447213,-0.0907005,North Hudson Strait,NHS,Fall
S_20_01489,226.NHS.1994.BELUGA.ADN_20_04956.S_20_01489.dl.n_s.bam,-0.00575635,-0.0264496,0.0297044,-0.00324394,-0.0341087,0.0401017,-0.00609037,0.000247951,0.036679,0.0239261,0.00483378,-0.0111519,-0.0143881,-0.00593432,-0.0417096,-0.0227068,0.0163067,0.00412247,0.00573759,0.0100095,North Hudson Strait,NHS,Fall
S_20_01494,233.NHS.1994.BELUGA.ADN_20_04961.S_20_01494.dl.n_s.bam,-0.013698,-0.0265772,0.022448,-0.00082909,-0.0218704,0.0145578,0.0206213,0.0620407,0.043534,-0.0565587,0.0119813,0.00613246,0.0424774,-0.02284,-0.0317344,-0.0180666,0.00972733,0.0260088,0.0121563,0.0208045,North Hudson Strait,NHS,Fall
S_20_01507,228.NHS.1996.BELUGA.ADN_20_04977.S_20_01507.dl.n_s.bam,-0.00420308,-0.0263768,0.0266814,-0.00927841,-0.0447926,0.0634678,-0.013495,-0.0256039,0.0584211,0.0558757,0.00615899,-0.0165754,-0.0156203,-0.0209714,-0.0510118,-0.024472,-0.0427939,-0.0329466,-0.00537028,-0.0312368,North Hudson Strait,NHS,Fall
S_20_03503,239.NHS.1996.BELUGA.ADN_20_05981.S_20_03503.dl.n_s.bam,-0.00857696,-0.0231269,0.0241781,-0.00330099,-0.0307371,0.0464563,0.00234127,0.0162764,0.0402744,-0.000151547,-0.00705467,-0.0127658,-0.0224427,-0.00484096,-0.035173,-0.0115128,-0.0132275,0.000748271,0.00228058,0.000314952,North Hudson Strait,NHS,Fall
S_20_00657,16.NWH.1999.BELUGA.ADN_20_02092.S_20_00657.dl.n_s.bam,-0.0125191,-0.0279364,-0.149519,-0.0625384,0.00447282,-0.0130185,-0.0426011,0.0221376,-0.0104975,-0.0660836,0.00320588,0.00579132,0.00654355,-0.0155031,-0.00573197,0.00749951,-0.00607508,0.0102067,0.00955786,0.0243562,Western Hudson Bay,NWH,Summer
S_20_00678,44.NWH.1992.BELUGA.ADN_20_01413.S_20_00678.dl.n_s.bam,-0.0110472,0.0140357,0.014803,-0.00976504,-0.00807909,0.0150273,-0.00370571,-0.0679854,-0.0357985,0.0510679,-0.0441928,0.00366306,-0.0408956,0.00774734,0.00967174,0.0100447,0.0314518,-0.0711986,-0.00138445,0.0270984,Western Hudson Bay,NWH,Summer
S_20_00681,18.NWH.1999.BELUGA.ADN_20_01484.S_20_00681.dl.n_s.bam,-0.0101582,-0.0194836,0.0319364,-0.0161042,-0.0158552,0.00943926,-0.0132108,-0.057991,-0.0483066,0.0630076,-0.0102428,0.0141256,-0.00703839,0.000338632,-0.0330383,-0.0167748,0.120692,0.00205397,0.0994591,0.0634813,Western Hudson Bay,NWH,Summer
S_20_00682,17.NWH.1999.BELUGA.ADN_20_01402.S_20_00682.dl.n_s.bam,-0.0101323,-0.0255949,0.0244862,0.00166245,-0.0345137,0.0503723,-0.00778704,-0.0153458,0.0418549,0.0302732,-0.00611934,-0.0148972,-0.0154622,0.00216357,-0.0170904,-0.0296722,-0.000900729,0.000949577,0.0123622,-0.00139355,Western Hudson Bay,NWH,Summer
S_20_00792,22.NWH.2003.BELUGA.ADN_20_02360.S_20_00792.dl.n_s.bam,-0.00938118,-0.0219356,0.0405325,-0.0143282,-0.020882,0.00856748,-0.00458325,-0.0328316,-0.0126153,0.0294329,0.00138919,0.00933517,-0.011616,-0.0141702,-0.0419049,-0.0190183,0.0322028,0.0168628,0.0543534,0.0354371,Western Hudson Bay,NWH,Summer
S_20_00795,23.NWH.2003.BELUGA.ADN_20_01016.S_20_00795.dl.n_s.bam,-0.0161207,-0.0266336,0.0425916,-0.000438439,-0.0249626,0.00124001,0.00450438,0.0173848,0.000407925,-0.0295967,0.0223907,0.0340366,0.025609,0.000700186,-0.0282099,-0.0306803,0.0364407,-0.00690865,0.0868381,0.051481,Western Hudson Bay,NWH,Summer
S_20_00804,24.NWH.2003.BELUGA.ADN_20_02352.S_20_00804.dl.n_s.bam,-0.0221094,-0.0196758,0.0251029,-0.00629503,0.00276081,-0.0693813,0.0314652,0.0462566,-0.107997,-0.149162,-0.0131903,0.072776,0.0597676,-0.005444,0.016808,0.0598696,0.20279,-0.136809,0.265821,0.128134,Western Hudson Bay,NWH,Summer
S_20_01022,52.NWH.1997.BELUGA.ADN_20_01203.S_20_01022.dl.n_s.bam,-0.00581035,-0.022669,0.0344625,-0.0145859,-0.0260961,0.0329199,-0.0189761,-0.0517759,-0.012194,0.0806703,-0.01233,0.0049832,-0.00941867,0.00362781,-0.0438019,-0.0142843,0.0652018,0.029338,0.070091,0.0533256,Western Hudson Bay,NWH,Summer
S_20_01230,27.NWH.2009.BELUGA.ADN_20_04617.S_20_01230.dl.n_s.bam,-0.00797297,-0.0242059,0.0307296,-0.00636589,-0.0257922,0.0444125,-0.0123409,-0.0126049,0.0267208,0.0315323,0.00935146,0.0150835,-0.00756006,-0.0177275,-0.0425869,-0.0506929,0.0174375,0.0306173,-0.0240477,0.0214776,Western Hudson Bay,NWH,Summer
S_20_01233,26.NWH.2009.BELUGA.ADN_20_04620.S_20_01233.dl.n_s.bam,-0.0163842,-0.0271123,0.0375446,-0.0134859,-0.0321497,0.0409152,-0.00704567,0.0289031,0.0207739,0.00217587,0.0519046,0.0527415,0.0183615,-0.0364348,-0.0375823,-0.0638173,0.0211056,0.0465037,0.0408871,0.0898996,Western Hudson Bay,NWH,Summer
S_20_01250,31.NWH.1999.BELUGA.ADN_20_04639.S_20_01250.dl.n_s.bam,-0.012148,-0.0240207,0.0363784,-0.00231429,-0.0267439,-0.00722316,0.0109792,0.0409117,0.00181709,-0.0597516,0.0115534,0.00709885,0.0354657,-0.033416,-0.0151348,-0.0238636,0.0354471,0.0368094,0.0670674,0.0485935,Western Hudson Bay,NWH,Summer
S_20_01282,38.NWH.2005.BELUGA.ADN_20_04738.S_20_01282.dl.n_s.bam,-0.0151062,-0.0221573,0.0297325,-0.0135709,-0.0195149,-0.0157123,0.00873389,0.0305215,-0.0382636,-0.069022,0.0198256,0.0408781,0.0474499,-0.0153008,-0.0120189,-0.012173,0.0841113,0.0217826,0.215184,0.109951,Western Hudson Bay,NWH,Summer
S_20_01288,48.NWH.1999.BELUGA.ADN_20_04732.S_20_01288.dl.n_s.bam,-0.0125299,-0.0284176,0.0204997,-0.00311359,-0.0305377,0.0282161,5.10E-05,0.0371369,0.044635,-0.0340573,0.0089748,-0.00477213,0.00215573,-0.0053919,-0.015095,-0.0320726,-0.00106469,0.000445901,-0.0206745,0.00129644,Western Hudson Bay,NWH,Summer
S_20_01290,51.NWH.1999.BELUGA.ADN_20_04730.S_20_01290.dl.n_s.bam,-0.00896948,-0.0209524,0.0288707,-0.0106284,-0.0150149,0.0130646,-0.00450603,-0.0230714,-0.0306981,0.0329948,-0.0088698,0.0236636,0.014598,-0.0102236,-0.0354497,-0.0115267,0.106281,0.0299486,0.109411,0.0610691,Western Hudson Bay,NWH,Summer
S_20_01294,35.NWH.2005.BELUGA.ADN_20_04726.S_20_01294.dl.n_s.bam,-0.0341483,0.0786741,0.00696405,0.0043544,0.0110938,-0.0305547,0.0246891,0.0667337,-0.0336041,-0.183809,-0.00520238,0.0568191,-0.195481,0.380344,-0.315874,0.18334,0.0140556,-0.181687,-0.0432758,0.0562053,Western Hudson Bay,NWH,Summer
S_20_01296,36.NWH.2005.BELUGA.ADN_20_04724.S_20_01296.dl.n_s.bam,-0.0135612,0.000188832,0.0210154,-0.00354135,0.000713908,-0.0153835,-0.000145131,-0.053916,-0.0612458,-0.0155199,-0.0571871,-0.00137997,-0.0327287,0.0360604,-0.0057701,0.0617962,0.0495425,-0.106482,0.0393841,0.0362044,Western Hudson Bay,NWH,Summer
S_20_01298,19.NWH.1999.BELUGA.ADN_20_04722.S_20_01298.dl.n_s.bam,-0.0125311,-0.0257206,0.035437,0.00362619,-0.0330407,0.0418687,0.00849782,0.0389073,0.0240867,-0.0226193,0.0332395,0.0238244,0.0168898,-0.00331189,-0.0340003,-0.0328382,0.0285767,0.0231845,0.00367234,0.0358324,Western Hudson Bay,NWH,Summer
S_20_01308,37.NWH.2005.BELUGA.ADN_20_04712.S_20_01308.dl.n_s.bam,-0.0145508,-0.0231169,0.0377911,0.00644341,-0.0135678,-0.0187076,-0.00827384,0.00202156,-0.0345443,-0.0372242,0.0118999,0.0307656,0.00630666,-0.016892,-0.00394308,-0.0388317,0.0397435,0.019078,0.0569798,0.043892,Western Hudson Bay,NWH,Summer
S_20_01310,34.NWH.1999.BELUGA.ADN_20_04710.S_20_01310.dl.n_s.bam,-0.0108902,-0.0244639,0.038753,-0.00700627,-0.0381552,0.0274207,0.0123644,0.0202411,0.0158093,-0.023005,0.0376477,0.0509255,0.0156401,-0.0254873,-0.0108054,-0.0451339,0.00355321,0.00862363,0.0362236,0.0121769,Western Hudson Bay,NWH,Summer
S_20_01317,54.NWH.1997.BELUGA.ADN_20_05019.S_20_01317.dl.n_s.bam,-0.0149053,-0.0213893,0.0292944,-0.00433329,-0.0159456,-0.0154085,0.0100554,0.0119376,-0.0186575,-0.0183075,0.00287781,0.0211641,0.0253618,-0.0233866,0.0169332,0.00566102,0.121352,0.014608,0.068808,0.0739329,Western Hudson Bay,NWH,Summer
S_20_01322,53.NWH.1997.BELUGA.ADN_20_04692.S_20_01322.dl.n_s.bam,-0.0109933,-0.0243007,0.0345744,-0.00382664,-0.0250529,0.00532939,-0.00370906,0.0145951,-0.012984,-0.0118255,0.0478051,-0.000504373,0.00685809,-0.0185734,-0.010107,-0.0243511,0.0515483,0.0169842,0.02584,0.0399402,Western Hudson Bay,NWH,Summer
S_20_01363,15.NWH.2014.BELUGA.ADN_20_04776.S_20_01363.dl.n_s.bam,-0.00537666,-0.023255,0.0226322,-0.00975183,-0.0318814,0.0491999,-0.00555996,-0.0218842,0.0366339,0.0474481,-0.0109826,-0.0092412,-0.0271659,0.000733886,-0.0213245,-0.0121425,0.0111072,0.010628,-0.0295169,-0.00272884,Western Hudson Bay,NWH,Summer
S_20_01366,30.NWH.2014.BELUGA.ADN_20_04780.S_20_01366.dl.n_s.bam,-0.0118468,-0.0238581,0.0389089,0.000642804,-0.0187117,-0.014888,0.000330356,0.00667059,-0.021858,-0.0160571,0.00586506,0.0162438,0.0156813,-0.0418339,-0.0442218,-0.0274583,0.0240369,0.0301354,0.0968571,0.0491176,Western Hudson Bay,NWH,Summer
S_20_01374,25.NWH.2008.BELUGA.ADN_20_04772.S_20_01374.dl.n_s.bam,-0.0185147,-0.0238024,0.0228801,0.00279282,-0.02059,-0.00536162,0.0142642,0.0725537,0.0240854,-0.0810851,0.0125211,0.0173325,0.0403486,-0.0047928,-0.00247092,-0.0247565,0.0482737,0.0357134,-0.00894379,0.0154329,Western Hudson Bay,NWH,Summer
S_20_01375,20.NWH.1999.BELUGA.ADN_20_04755.S_20_01375.dl.n_s.bam,-0.0107568,-0.0133134,0.0216669,-0.00251781,-0.00200843,-0.00641353,-0.00978651,-0.0375445,-0.0454036,0.0171948,-0.0286192,0.0218112,-0.0310087,0.0127378,0.000872927,0.0204866,0.0463108,-0.0337675,-0.00568233,0.0546052,Western Hudson Bay,NWH,Summer
S_20_01419,49.NWH.2011.BELUGA.ADN_20_04829.S_20_01419.dl.n_s.bam,-0.00962002,-0.0243399,0.0326313,-0.00295686,-0.0221712,0.00225936,-0.0153053,-0.00069698,-0.0092759,0.00204852,0.0177484,0.00116065,-0.00569093,-0.00908824,-0.0163249,-0.0286895,0.0446993,0.0289356,0.0359577,0.0394117,Western Hudson Bay,NWH,Summer
S_20_01514,28.NWH.2012.BELUGA.ADN_20_04986.S_20_01514.dl.n_s.bam,-0.00774329,-0.0220646,0.0257635,0.00052111,-0.0175009,0.02741,-0.00725173,-0.00719753,0.00669959,0.0393109,-0.00265226,-0.0135319,-0.0174802,0.00793363,-0.0216314,-0.0146413,0.0373052,0.0151346,-0.0240322,0.0102853,Western Hudson Bay,NWH,Summer
S_20_01516,29.NWH.2012.BELUGA.ADN_20_04988.S_20_01516.dl.n_s.bam,-0.0152192,-0.0227011,0.0392107,0.00470682,-0.0293511,0.02237,0.0105152,0.0537286,0.0405404,-0.0423158,0.0226754,0.0280303,0.0204598,-0.0284602,-0.0317505,-0.0381712,0.00510286,0.013885,0.0166801,0.0344084,Western Hudson Bay,NWH,Summer
S_20_01551,33.NWH.2010.BELUGA.ADN_20_05933.S_20_01551.dl.n_s.bam,-0.0161432,-0.025489,0.0370643,-0.00711115,-0.0258335,-0.0117289,0.0124392,0.0298926,-0.00583785,-0.0548881,0.0176107,0.0472969,0.0234343,-0.0311663,-0.00646209,-0.0208536,0.020347,0.0367207,0.0337794,0.0561898,Western Hudson Bay,NWH,Summer
S_20_01553,56.NWH.2011.BELUGA.ADN_20_05929.S_20_01553.dl.n_s.bam,-0.0110917,-0.00333593,0.0257645,-0.00441129,0.00534765,-0.0344562,0.00779855,-0.0241478,-0.0621958,-0.0220956,-0.0481443,0.0349708,-0.0441494,0.00566035,0.0128357,0.0546233,0.0355194,-0.101299,0.0180265,0.06502,Western Hudson Bay,NWH,Summer
S_20_01555,50.NWH.2014.BELUGA.ADN_20_05927.S_20_01555.dl.n_s.bam,-0.0116089,-0.0243194,0.0370957,-0.0151956,-0.0311282,0.0167128,0.00110946,0.0383656,0.0389239,-0.0205687,0.0237541,0.0309008,0.0226515,-0.0337739,-0.0183681,-0.0430333,-0.00406464,0.0142525,0.0197872,0.0455504,Western Hudson Bay,NWH,Summer
S_20_01562,39.NWH.2009.BELUGA.ADN_20_05923.S_20_01562.dl.n_s.bam,-0.00804984,-0.0256218,0.0179979,-0.0116939,-0.0232006,0.0118632,-0.00894962,-0.00115926,0.0111937,0.00684134,-0.00978168,-0.00261456,-0.0124882,-0.0183795,-0.0182969,-0.0105941,0.0160493,0.0210969,-0.00762036,0.00466875,Western Hudson Bay,NWH,Summer
S_20_01567,55.NWH.2009.BELUGA.ADN_20_05924.S_20_01567.dl.n_s.bam,-0.0106587,-0.0276971,0.0490153,-0.030552,-0.0442963,0.0498866,-0.0123991,0.0395974,-0.0219504,0.193676,0.273862,0.536824,0.0142978,0.0604619,0.109081,0.10946,-0.0729757,-0.0545694,-0.0421795,-0.0839814,Western Hudson Bay,NWH,Summer
S_20_01590,40.NWH.2010.BELUGA.ADN_20_05886.S_20_01590.dl.n_s.bam,-0.00875112,-0.00356648,0.022906,-0.00917336,0.00125524,-0.0135983,0.00878125,-0.0401279,-0.0637106,0.0211267,-0.0492143,-0.00408815,-0.0262561,0.0216981,-0.00737938,0.0292361,0.0544325,-0.0940385,0.0156181,0.0541357,Western Hudson Bay,NWH,Summer
S_20_01594,32.NWH.2009.BELUGA.ADN_20_05871.S_20_01594.dl.n_s.bam,-0.0116471,-0.00274685,0.0169402,-0.00139223,0.00257752,-0.0164386,-0.0094016,-0.0341561,-0.0676449,0.0131516,-0.0476131,-0.00504148,-0.0380091,0.0180952,-0.012648,0.0482306,0.0513272,-0.0866695,0.0287357,0.0343542,Western Hudson Bay,NWH,Summer
S_20_03515,46.NWH.2015.BELUGA.ADN_20_01172.S_20_03515.dl.n_s.bam,-0.00876224,-0.00572376,0.0172629,-0.00929218,-0.00732418,0.00483291,-0.0195137,-0.0624397,-0.0391469,0.0455896,-0.0381386,-0.00856802,-0.0415847,0.0367066,-0.0152374,0.0258666,0.0352769,-0.0587892,-2.49E-05,0.032421,Western Hudson Bay,NWH,Summer
